event,time
avslag sirius z2,0:00:00
närkamp vänersborg z9,0:00:38
brytning sirius z5,0:00:49
frislag sirius z5,0:01:48
passning straffområde sirius z7,0:02:16
boll sirius z4,0:02:23
passning sirius z2,0:02:46
skott räddning sirius z8,0:02:58
skottyp friställande sirius z8,0:03:05
görna sirius z7,0:03:10
skott täckt sirius z8,0:03:15
boll sirius ,0:03:23
bolltapp tappad sirius z7,0:04:33
passning straffområde vänersborg z2,0:04:56
hörna vänersborg z1,0:05:06
skott täckt vänersborg z2,0:05:35
mål fast vänersborg z2,0:05:44
avslag sirius z5,0:06:02
bolltapp sirius tappad z5,0:06:18
bolltapp passförsök vänersborg z4,0:06:42
närkamp vänersborg z5,0:06:50
utkast sirius z1,0:06:57
närkamp vänersborg z5,0:07:55
skott räddning vänersborg z2,0:08:13
skottyp centralt vänersborg z2,0:08:25
hörna vänersborg z1,0:08:29
skott utanför vänersborg z2,0:08:42
utkast sirius z1,0:08:45
närkamp vänersborg z6,0:09:24
bolltapp passförsök vänersborg z1,0:09:36
frislag sirius z1,0:09:46
passning straffområde sirius z8,0:10:56
boll sirius z4,0:11:01
passning straffområde sirius z2,0:11:25
rensning vänersborg z8,0:11:36
närkamp vänersborg z6,0:11:48
passning lång vänersborg z2,0:12:07
utkast sirius z1,0:12:14
passning lång sirius z8,0:12:23
utkast vänersborg z8,0:12:30
skott utanför vänsersborg z2,0:12:42
skottyp vänersborg utifrån z2,0:12:50
utkast sirius z3,0:12:54
närkamp vänersborg z5,0:13:30
frislag vänersborg z4,0:13:41
brytning sirius z5,0:14:52
timeout,0:15:32
frislag sirius z4,0:16:24
närkamp vänersborg z5,0:16:33
närkamp sirius z5,0:16:40
frislag vänersborg z6,0:16:49
närkamp sirius z5,0:17:11
passning straffområpde sirius z7,0:17:20
boll sirius z5,0:17:28
utvisning vänersborg 10,0:17:42
frislag sriius z6,0:18:39
passning straffområde sirius z9,0:19:03
skott sirius räddning z8,0:19:10
skottyp sirius inlägg z8,0:19:19
offside sirius ,0:19:24
utkast vänserborg ,0:19:28
utkast sirius z3,0:19:38
brytning vänerborg z8,0:20:01
