event,time
närkamp z5 sirius,0:00:00
40 sirius z2,0:00:22
närkamp sriisu z5,0:00:31
brytning vsk z5,0:00:35
passning straffområde vsk z2,0:00:52
närkamp siirisu z2,0:00:55
närkamp vsk z4,0:01:06
närkamp sirisu z4,0:01:09
40 sirius ,0:01:47
närkamp vsk z5,0:01:51
närkamp sirius z5,0:01:53
närkamp vsk z8,0:02:00
frislag vsk z6,0:02:09
närkamp sirius z5,0:02:16
närkamp vsk z5,0:02:29
n,0:02:31
del,0:02:33
frislag vsk z4,0:02:40
frislag vsk z2,0:02:51
timeout,0:02:58
skott täckt z2 vsk,0:03:11
skottyp fast vsk z2,0:03:13
passning straffområde vsk z2,0:03:23
utkast sirius z2,0:03:25
passning straffområde sirius z2,0:03:40
skott utanöfr sirius z2,0:03:45
skottyp sirus z8 inlägg,0:03:56
utkast vsk,0:03:59
närkamp sirius z6,0:04:16
närkamp vsk z5,0:04:24
närkamp sriisu z2,0:04:27
brytning vsk z5,0:04:36
frislag vsk z5,0:04:55
offside vsk z2,0:05:10
boll sirius ,0:05:16
närkamp vsk z6,0:05:23
närkamp sirius z1,0:05:40
närkamp vsk z1,0:05:46
opassnign strafofmråde vsk z2,0:05:51
skott utanflr vsk z2,0:05:54
skottyp inlägg vsk z2,0:05:57
utkast siirus ,0:05:58
skott täct sirius z8,0:06:07
skottyp utifrån sirius z8,0:06:12
noll vsk ,0:06:13
närkamp sirius z5,0:06:16
närkamp vsk z5,0:06:21
inslag vsk z3,0:06:37
närkamp sirius z5,0:06:48
närkamp vsk z4,0:06:57
brytning sirius z5,0:07:09
utkast vsk ,0:07:20
passning straffområde vsk z2,0:07:33
närkamp sirius z2,0:07:36
närkamp vsk z5,0:07:47
skott räddnign vsk z2,0:07:58
skottyp durbbling vsk z2,0:08:01
boll sirius ,0:08:05
bolltapp passförösk sirius z4,0:08:12
skott utanför vsk z2,0:08:25
skottyp utifrån vsk z2,0:08:30
utkast isirus ,0:08:31
bolltapp tappad sirius z2,0:08:48
skott räddning vsk z2,0:08:55
skottyp centralt vsk z2,0:08:59
skott utanör sk z2,0:09:03
skottyp retur vsk z2,0:09:08
utkast isiurs ,0:09:10
skott täckt sirius z8,0:09:46
skottyp sirus utofrån z8,0:09:54
hörna sirius z9,0:09:58
sirius z8 utanför skott ,0:10:23
skottyp sriius z8 fast,0:10:27
utkast vsk ,0:10:30
närkamp sirisu z4,0:10:38
bolltapp passförösk sirius z6,0:10:50
brytning siris z2,0:11:00
boll vsk,0:11:22
närkammp sirius z3,0:11:27
passning lång sirius z8,0:11:38
utkast vsk ,0:11:40
närkamp sirius z3,0:12:00
passning straffomrpåde siriuus z8,0:12:14
boll vsk ,0:12:17
passnign straffområde vsk z2,0:12:38
skott räddning vsk z2,0:12:41
skottyp inlägg vsk z2,0:12:44
utkast sirius ,0:12:46
närkamp vsk z5,0:12:52
närkamp sirisu z4,0:12:55
40 sirius ,0:12:57
frislag sirius z1,0:13:05
närkamp vsk z5,0:13:27
frislag sirius z5,0:13:33
närkamp vsk z7,0:13:52
skott räddning vsk z2,0:14:12
skottyp centralt vsk z2,0:14:17
rensning sirius ,0:14:20
utkast sirius z1,0:14:29
passning lång sirius z5,0:14:41
närkamp vsk z8,0:14:48
närkam psriisu z2,0:14:52
närkamp vsk z8,0:15:05
utkast vsk ,0:15:08
utkast sirius z3,0:15:23
passnig straffområde sirius z8,0:15:54
närkamp irsius z8,0:15:57
närkamåp vsk z8,0:16:01
timeout,0:16:12
avslag vsk z2,0:17:10
passning straffområde vsk,0:17:46
stop,0:18:05
