event,time
avslag sirius z8,0:00:00
40 sirius ,0:00:05
40 sirius ,0:00:51
passning lång sirius ,0:01:03
utkast motala ,0:01:04
passning straffområpde motala z8,0:01:40
inslag motala z7,0:01:50
närkamp motala z7,0:02:18
passning motala z8 farlig,0:02:43
mål straffområde motala z8,0:02:48
skottyp centralt motala z8,0:02:52
avslag sirius ,0:03:11
närkamp motala z3,0:03:38
brytning sirius z4,0:03:44
frislag sirius z7,0:03:59
skott utanför sirius z2,0:04:26
skottyp utifrån sirius z2,0:04:31
utkast motala',0:04:34
närkamp sirius z5,0:04:46
utkast motala z1,0:05:02
passning lång motala z8,0:05:09
utkast isrius ,0:05:11
passning straffomrpåde sirus z2,0:05:30
utkast motla,0:05:43
skott utanför motala z8 ,0:05:57
skottyp centralt motala z8,0:06:02
utkast sirius z8,0:06:04
passning straffområde sirius z2,0:06:23
brytning motala z8,0:06:29
del,0:06:31
brytning motala z2,0:06:33
närkamp motala z1,0:06:36
frislag sirius z8,0:06:44
närkamp motala z6,0:07:25
mål motala straffområde z8,0:08:15
skottyp centralt motala z8,0:08:19
avslag sirius ,0:08:43
del,0:08:45
timeoit sirius,0:08:48
avslag sirius,0:10:22
närkamp motala z5,0:11:00
närkamp sirius z4,0:11:07
närkamp motala z1,0:11:14
passning lång motala z8,0:11:23
utkast sirius z8,0:11:26
skott utanför sirius z2,0:11:48
skottyp centrlat siirus z8,0:11:52
utkast motala ,0:11:54
passnig straffområde motala z8,0:12:38
boll siruus ,0:12:45
passning straffområde sirius z2,0:13:01
boll sirius,0:13:06
närkamp sirius z7,0:13:28
närkamp motala z2,0:13:44
närkamp motala z4,0:13:52
närkamp sirius z7,0:13:56
brytning motala z6,0:14:06
hörna motala z9,0:14:14
motala mål z8 fast,0:14:41
skottyp fast motala z8,0:14:45
avslag sirius ,0:15:10
40 sirius ,0:15:37
passnign farlig sirius z2,0:16:05
mål straffområde sirius z2,0:16:11
skottyp sirius centralt z2,0:16:17
avslag motala ,0:16:28
närkamp motala z6,0:16:47
utvsining 10 sirius,0:16:51
timeout,0:16:56
frislag motala z9,0:17:22
utkast sirius z7,0:17:41
närkamp motala z5,0:19:06
inslag sirius z7,0:19:21
utkast motala z,0:20:02
passning straffområde motala z8,0:20:25
boll motala ,0:20:30
närkamp sirius z5,0:20:45
närkamp motala z3,0:20:59
skott räddning motala z8,0:21:16
skottyp dribbling motala z8,0:21:19
boll sirius ,0:21:25
närkamp motala z3,0:21:43
passning straffområde motala z8,0:22:44
offside motala z8,0:22:46
boll sirius ,0:22:50
frislag sirius z3,0:23:13
närkamp motala z3,0:23:53
närkamp sirius z3,0:24:07
närkamp motala z6,0:24:12
närkamp motala z8,0:24:25
skott räddning motala z8,0:24:31
skottyp utifrån z8 motala ,0:24:36
utkast siirus,0:24:39
passning straffområde siisu z2,0:25:20
brytnign motala z2,0:25:26
passnig straffområde motala z8,0:26:05
boll motala,0:26:09
skott utanför motala z8,0:26:52
skottyp utifrån motala z8,0:26:55
utkast sirius ,0:26:57
utvisning motala 10,0:27:19
sirius frislag z5 ,0:27:39
bolltapp passförösl motala z5,0:28:01
del,0:28:03
bolltapp passförösl sirius z5,0:28:07
hörna motala z9,0:28:14
skott motala utanför z8,0:28:46
skottyp fast motala z8,0:28:50
utkast siirus ,0:28:52
skott utanför sirisu z2,0:29:07
skottyp utifrån sirisu z2,0:29:10
utkast motala z1,0:29:12
brynting sirius z8,0:29:18
brynging motala z2,0:29:29
närkamp sirius z4,0:29:38
passning lång isirus z2,0:29:47
närkamp motala z2,0:29:51
passning lång motala z8,0:30:09
offside motala ,0:30:11
boll sirisu ,0:30:14
närkamp motala z2,0:30:33
rensning motala,0:30:36
hörna sirius z3,0:30:55
sirius z2 skott utanför ,0:31:26
skottyp fast sirisu z2,0:31:30
utkast motala ,0:31:32
passning lång motala z8,0:31:39
boll sirius ,0:31:41
närkamp sirius z7,0:31:52
frislag sirius z6,0:32:07
frislag sirius z1,0:32:32
40 sirius,0:32:51
skott räddning sirius z2,0:33:06
skottyp utifrån z2 sirius ,0:33:11
hörna sirius z3,0:33:14
sirius z2 skott täckt,0:33:35
skottyp fast siirus z2,0:33:37
närkamp motala z3,0:33:46
närkamp sirius z6,0:33:54
närkamp motala z3,0:34:15
nrkamp isirus z3,0:34:22
40 sirius ,0:34:27
bolltapp tappad sirius z5,0:34:43
hörna motala z7,0:35:02
boll motala ,0:35:46
pasning lång motala ,0:36:03
skott motala utofrån räddning ,0:36:12
skottyp utifrån motala z8,0:36:20
hörna z7 motala,0:36:23
motala skott z8 utanför,0:36:36
skottyp fast motala z8,0:36:39
utkast sirius ,0:36:40
närkamo motala z7,0:36:47
närkamp sirius z7,0:36:56
närkamp motala z4,0:37:11
passning lång motala z8,0:37:19
utkast siirus z8,0:37:22
utkast motala z3,0:37:40
närkamp sirius z8,0:38:13
närkamp motla z6,0:38:30
frislag motala z6,0:38:36
frislag sirius z8,0:38:55
utkast motala ,0:39:20
inslag sirius z7,0:39:40
bryntingi motala z1,0:39:55
passning straffmoråde motala z8,0:40:11
mål straffområde motala z8,0:40:17
skottyp inlägg motala z8,0:40:25
avslag sirius ,0:40:45
inslag sirius z6,0:41:06
bolltapp passförösk sirius z1,0:41:24
utkast motala,0:41:25
utkast motala ,0:41:32
del,0:41:33
utkast sirius ,0:41:36
passning lång sirius ,0:41:43
offside sirius ,0:41:46
boll motala,0:41:50
brytning sirus z8,0:42:06
närkamp motala ,0:42:12
skott motala utanför z8,0:42:19
motala skottyp centralt z8,0:42:26
utkast sirius ,0:42:27
utkast motala ,0:42:29
brynting siruus z4,0:42:45
