event,time
avslag iks z5,0:00:00
passning lång iks z3,0:00:06
utkast villa z3,0:00:12
närkamp iks z8,0:00:36
skott räddning iks z2,0:00:45
skottyp utifrån iks z2,0:00:48
utkast villa z3,0:00:50
passning straffområde villa z8,0:01:27
mål spelmål villa z8,0:01:30
skottyp inlägg villa z8,0:01:37
avslag iks z8,0:01:56
brytning villa z4,0:02:17
närkamp iks z8,0:02:37
skott räddning iks z8,0:02:50
skottyp centralt iks z8,0:02:53
hörna iks z1,0:02:55
iks z2 skott utanför,0:03:27
skottyp fast iks z2,0:03:30
utkast villa ,0:03:31
närkamp iks z9,0:03:45
utkast iks ,0:03:51
hörna iks z1,0:04:09
iks z2 skott täckt,0:04:39
skottyp fast iks z2,0:04:41
inslag iks z3,0:05:01
passnign straffområde iks z2,0:05:06
utkast villa z1,0:05:08
skott utanflr villa z8,0:05:17
skottyp utifrån villa z8,0:05:21
utkast iks ,0:05:23
passnign straffområde iks z2,0:05:34
rensning villa ,0:05:37
frislag iks z3,0:05:44
passning straffområde iks z2,0:06:02
rensning villa ,0:06:06
40 iks z8 ,0:06:32
brytning villa z1,0:07:06
brytning iks z5,0:07:19
närkamp villa z2,0:07:28
passning straffområde villa z8,0:08:03
mål spelmål villa z8,0:08:10
skottyp inlägg villa z8,0:08:16
avslag iks ,0:08:30
brytnign villa z3,0:08:47
inslag villa z9,0:09:33
närkamp iks z8,0:10:10
närkamp villa z3,0:10:21
närkamp iks z,0:10:27
del,0:10:30
närkamp iks z6,0:10:33
närkamp villa z2,0:10:44
närkamp iks z8,0:10:52
del,0:10:55
närkamp iks z7,0:10:57
brytning villa z2,0:11:14
närkamp iks z1,0:11:20
skott räddning iks z2,0:11:31
skottyp utifrån iks z2,0:11:34
utkast villa ,0:11:36
brytning iks z7,0:11:58
passning straffområde iks z8,0:12:08
boll villa z3,0:12:13
närkamp iks z6,0:12:20
passning lång iks z2,0:12:29
närkamp villa z2,0:12:33
närkamp iks z1,0:12:39
skott räddning iks z2,0:12:48
skottyp utifrån iks z2,0:12:52
hörna iks z1,0:12:54
iks z2 skott täckt,0:13:24
skottyp fast iks z2,0:13:26
skott täckt iks z2,0:13:30
skottyp utifrån iks z2,0:13:33
boll villa ,0:13:39
passning lång villa,0:13:44
utkast iks ,0:13:45
skott täckt iks z2,0:13:59
skottyp utifrån iks z2,0:14:01
passning lång iks z2,0:14:14
rensning villa z,0:14:18
frislag iks z3,0:14:45
passning straffområde iks z2,0:15:05
inslag villa z1,0:15:10
utkast iks z7,0:16:12
passnign lång iks z2,0:16:30
utkast villa,0:16:33
närkamp villa z5,0:16:45
utkast iks z7,0:17:05
passning lpng iks ,0:17:12
närkamp villa z2,0:17:30
skott räddning villa z8,0:17:49
skottyp villa z8 utifrån ,0:18:03
hörna villa z7,0:18:07
villa z8 skott ,0:18:12
del,0:18:19
villa z8 skott räddning,0:18:22
skottyp fast villa z8,0:18:25
skott täclt villa z8,0:18:31
skottyp retur villa z8,0:18:33
