event,time
avslag gripen z8,0:00:00
passbug kång grupeb z2,0:00:08
brytning sirius z2,0:00:10
40 sriisu ,0:00:21
närkamp gripen z6,0:01:00
resninig gripen,0:01:44
frislag sirius z8,0:01:52
passning straffområde sirius z8,0:02:06
närkamp sirius z8,0:02:15
måk sirius z8,0:02:21
skottyp utifrån sirius z8,0:02:38
avslag gripen z8,0:02:51
passning lång gripen z5,0:03:04
närkamp grpen z5,0:03:08
frislag gripen z2,0:03:14
skott täckt gripen z2,0:03:58
sjottyp fast gripen z2,0:04:02
hörna gripen z3,0:04:04
gripen z2 mål fast,0:04:34
skottp fast gripen z2,0:04:40
avslag sirius z,0:05:00
40 sirisu,0:05:24
40 sirius z2,0:05:36
närkamp gripen z5,0:06:04
passning lång grien z2,0:06:13
utkast sirius z1,0:06:17
närkamp sriisu z5,0:06:25
frislag sirius z4,0:06:34
närkamp gripen z8,0:07:21
frislag gripen z4,0:07:26
närkamp sirisu z6,0:07:59
brytning gripen z5,0:08:08
mål gripen straffområde z2,0:08:19
skottyp centralt gripen z2,0:08:26
avslag sirius z2,0:08:46
40 sirius z2,0:08:57
närkamp sriisu z2,0:09:15
frislag sirius z6,0:09:39
timeout,0:09:41
boll sirius,0:10:20
40 sirius z2,0:10:33
närkamp gripen z4,0:10:43
bolltapp passförsök gripen z1,0:10:57
utkast sirius z3,0:10:59
40 sirius z2,0:11:21
närkamp gripen z7,0:11:40
närkamp sirius z5,0:11:49
närkamp gripen z6,0:12:10
passning lång gripen z2,0:12:42
utkast sirius z2,0:12:44
utvisning gripen ,0:13:06
frislag sirius z6,0:13:30
hörna sirius z9,0:14:01
sirius z8 mål fast,0:14:26
skottyp fast sirius z8,0:14:35
avslag gripen ,0:14:59
bolltapp passförösk gripen ,0:15:32
passning lång sirius z8,0:15:39
hörna sirius z9,0:15:42
sirius z2 skott täckt,0:16:09
skottyp fast sirius z8,0:16:15
skott räddnign sirius z8,0:16:20
skottyp utifrån sriisu z8,0:16:23
utkast gripen ,0:16:25
utkast sirius z3,0:16:36
närkamp sirisu z4,0:16:58
bolltapp passförösk gripen z7,0:17:04
passning lång girpen z2,0:17:15
hörna gripen z3,0:17:17
gripen z2 täckt skott,0:17:48
skottyp fast z2 girpen,0:17:53
gripen skott täckt z2,0:17:57
skottyp retur gripen z2,0:18:00
rensning sirius ,0:18:05
passning lång gripen z2,0:18:14
utkast sirius z2,0:18:16
40 sirisu z2,0:18:28
passning straffområde sirius z8,0:18:47
utkast gripen z7,0:19:01
näekamp sirius z7,0:19:08
bolltapp passförösk sirius z7,0:19:20
utkast gripen ,0:19:22
närkamp sirius z8,0:19:29
