event,time
avslag bb z5,0:00:00
närkamp iks z5,0:00:29
närkamp bb z8,0:00:44
iks närkamp z6,0:00:53
40 iks,0:01:05
40 iks,0:01:18
40 iks,0:01:51
40 iks,0:02:07
närkamp bbb z9,0:02:22
bolltapp passförösk bb z4,0:02:39
närkamp bb z8,0:02:47
bruting iks z5,0:02:50
närkamp bb z9,0:03:01
passning straffområde bb z2,0:03:36
mål straffområde bb z2,0:03:40
skottyp inlägg bb z2,0:03:47
avslag iks ,0:04:01
närkamp bb z6,0:04:10
skott ärddning bb z2,0:04:29
skottyp utifrån bb z2,0:04:32
hörna bb z1,0:04:34
bb skott z2 täckt,0:04:58
skottyp fast bb z2,0:05:02
utkast iks z3,0:05:05
frislag iks z8,0:05:21
skott täckt z8 iks ,0:05:31
skottyp fast iks z8,0:05:34
boll iks,0:05:37
närkamp bb z5,0:05:46
närkamp iks z4,0:05:52
bolltapp passförösk iks z9,0:06:09
frislag bb z3,0:06:21
passning lång bb z2,0:06:48
utkast iks z2,0:06:50
närkamp bb z8,0:07:07
rensning bb ,0:07:11
40 iks ,0:07:14
hörna iks z7,0:07:33
iks z8 skott utanför,0:08:07
skottyp fast iks z8,0:08:10
utkast bb ,0:08:13
hörna bb z3,0:08:29
skott bb z2 utanför,0:09:07
skottyp fast bb z2,0:09:10
utkast iks ,0:09:12
passning lång iks z8,0:09:24
hörna iks z9,0:09:27
iks z8 skott täckt,0:09:57
skottyp fast iks z8,0:10:00
skott täckt iks z8,0:10:04
skottyp retur iks z8,0:10:07
boll iks ,0:10:08
skott utanför iks z8,0:10:18
skottyp utifrån iks z8,0:10:21
utkast bb,0:10:23
brytning iks z6,0:10:33
skott räddning iks z8,0:10:40
skottyp utifrån iks z8,0:10:43
utkast bb ,0:10:45
passning lång bb z2,0:10:52
närkamp bb z5,0:10:59
närkamp iks z2,0:11:21
hörna iks z7,0:11:44
skott utanför iks z8,0:12:08
skottyp fast iks z8,0:12:11
utkast bb ,0:12:12
hörna bb z3,0:13:06
bb z2 skott utanför,0:13:34
skottyp fast bb z2,0:13:38
tkast iks z3,0:13:39
passnign lång iks z8,0:13:48
rensning bb ,0:13:53
inslag iks z7,0:13:58
närkamp bb z5,0:14:15
närkamp iks z2,0:14:28
skott räddning iks z8,0:15:11
skottyp utifrån iks z8,0:15:14
utkast bb ,0:15:16
skott utanför bb z2,0:15:33
skottyp utifrån bb z2,0:15:36
utkast iks z1,0:15:40
passning friställande iks z8,0:15:58
skott utanför iks z8,0:16:03
skottyp friställande iks z8,0:16:08
utkast bb,0:16:09
frislag bb z3,0:16:18
timeout iks ,0:16:22
boll bb,0:18:02
närkamp iks z5,0:18:21
brytning bb z9,0:18:32
bolltapp passförösk bb z1,0:19:45
utkast isk ,0:19:49
passning lång iks z7,0:19:55
passning straffområde iks z8,0:20:00
närkamp iks z8,0:20:03
40 iks,0:20:10
närkamp iks z8,0:20:30
40 iks,0:20:34
40 iks,0:20:56
närkamp bb z9,0:21:05
slptt itamfär bb z2,0:21:17
skottyp utifrån bb z2,0:21:21
utkast iks,0:21:22
