event,time
avslag saik z2,0:00:00
passning lång saik z9,0:00:09
boll isk z7,0:00:13
närkamp saik z6,0:00:19
närkamp iks z7,0:00:31
boll saik z2,0:00:41
närkamp iks z8,0:01:01
passning lång iks ,0:01:06
närkamop iks z2,0:01:08
skott utanflr iks z2,0:01:14
skottyp dribbling iks z2,0:01:17
utkast saik ,0:01:18
närkamp iks z9,0:01:34
närkamp saik z6,0:01:38
passning lng siak z8,0:01:52
närkamp saik z8,0:01:55
skott räddning saik z8,0:02:00
skottyp centralt saik z8,0:02:04
skott utanfr saik z8,0:02:07
skottyp utifrån saik z8,0:02:12
utkast saik ,0:02:14
brytning saik z2,0:02:24
närakmp saik z4,0:02:30
n,0:02:31
del,0:02:34
närkamp iks z4,0:02:36
rensning saik z2,0:02:44
passnign lång iks z2,0:03:19
närkamp iks z2,0:03:22
närkamp saik z2,0:03:32
utkast iks z7,0:03:42
närkamp saok z7,0:03:52
närkamp iks z8,0:03:54
bolltapp tappad iks z4,0:04:06
hörna saik z9,0:04:13
saik z8 skott täckt,0:04:42
skkottyp fast saik z8,0:04:45
utkast iks ,0:04:47
passning iks z2 straffområde ,0:05:14
rensning saik ,0:05:16
utkast saik z1,0:05:28
rensning iks z8,0:05:44
närkamp iks z4,0:05:49
skott räddning iks z2,0:05:57
skottyp utifrån iks z2,0:06:00
utkast saik ,0:06:03
skott täckt saik z8,0:06:20
skottyp utifrån saik z8,0:06:23
hörna saik z7,0:06:28
saik z8 skott täckt,0:06:50
del,0:06:52
bryntnig iks z8,0:07:21
rensning iks ,0:07:22
bruuntng iks z6,0:07:41
utkast saik z3,0:07:56
passning lång saik ,0:08:05
passnign straffområde siak z8,0:08:13
närkamp saik z8,0:08:17
bolltapp saik z3,0:08:26
närkamp iks z4,0:08:39
passning lång iks ,0:08:43
boll saik z1,0:08:46
insalg iks z4,0:08:55
bolltapp passförösk iks z4,0:09:12
närkamp saik z9,0:09:39
utkast iks z9,0:09:57
närkamp saik z7,0:10:16
frislag saik z7,0:10:27
timeout,0:10:40
närkamp saik z7,0:11:02
passnign straffomrpde saik z8,0:11:06
bryting iks z8,0:11:08
straff iks z2,0:11:22
mål straffmål iks z2,0:12:07
skottyp iks z2 fast,0:12:11
avslag saik z2,0:12:23
del,0:12:28
avslag saik z2,0:12:34
brytning iks z4,0:12:56
insalg iks z4,0:13:21
del,0:13:23
inslag iks z6,0:13:25
oassnign straffomrde iks z2,0:13:57
skott täckt iks z2,0:13:59
skottyp utifrån iks z2,0:14:02
närkamp saik z3,0:14:08
frislag saik z9,0:14:22
skott räddning saik z8,0:15:08
skottyp centralt saik z8,0:15:12
hörna saik z7,0:15:14
saik z8 skott räddning ,0:15:38
skottyo saik z8 fast,0:15:42
skott räddning saik z8,0:16:08
skottyp dribbling saik z8,0:16:12
utkast iks ,0:16:14
skott täckt iks z2,0:16:30
skottyp utifrån iks z2,0:16:33
närkamp saik z6,0:17:09
utkast iks z7,0:17:21
närkamp iks z6,0:17:36
närkamp iks z4,0:18:17
skott räddning iks z2,0:18:21
sktotyp utifrån iks z2,0:18:24
hörna iks z1,0:18:26
iks z2 mål hörnmål,0:18:57
iks z2 skottyp fast,0:19:00
avslag saik ,0:19:17
passning lång saik ,0:19:49
boll iks ,0:19:51
frislag iks z6,0:20:01
hörna iks z1,0:20:14
iks z2 skott utanför ,0:20:47
skottyp fast iks z2,0:20:50
utkast saik ,0:20:55
utkast iks z9,0:21:25
passning lång iks ,0:21:51
utkast saik z3,0:21:57
bolltapp passförösk saik z6,0:22:14
närkamp saik z3,0:22:40
utkast saik ,0:22:42
frislag saik z7,0:22:59
utkast iks z7,0:23:53
närkamp saik z4,0:24:07
närkamp z7 iks ,0:24:22
skott täckt iks z2,0:24:31
skottyp utifrån iks z2,0:24:34
boll saik ,0:24:37
närkamp saik z8,0:24:48
frislag saik z8,0:24:53
skott utanför saik z8,0:25:11
skottyp utifrån saik z8,0:25:15
utkast iks ,0:25:18
närkamp iks z1,0:25:41
inslag iks z1,0:25:43
hörna iks z1,0:25:52
boll iks ,0:26:28
brytnign saik z5,0:26:35
passning straffområde saik z8,0:27:00
utkast iks z9,0:27:03
närkamp saik z2,0:27:21
närkamp iks z3,0:27:29
passnign straffområde iks z2,0:27:33
utkast saik ,0:27:35
närkamp iks z9,0:27:53
utkast iks ,0:27:56
brytning saik z5,0:28:10
skott räddning saik z2,0:28:23
skottyp utifrån saik z8,0:28:27
utkast iks ,0:28:29
passing lång iks z2,0:28:45
utkast saik ,0:28:50
närkamp iks z8,0:29:10
utkast iks z9,0:29:12
närkamp saik z5,0:29:44
mål spelmål saik z8,0:29:56
skottyp centralt saik z8,0:30:00
avslag iks ,0:30:24
passning lång iks z2,0:30:43
utkast saik ,0:30:46
n,0:31:03
del,0:31:05
närkamp iks z9,0:31:07
passning lång iks ,0:31:19
bryting iks z7,0:31:36
