event,time
avslag eds z2,0:00:00
passning lång eds z2,0:00:11
boll iks ,0:00:12
hörna iks z3,0:00:15
iks z2 skott utanför,0:00:45
iks z2 skottyp fast,0:00:53
utkast eds ,0:00:56
brytning iks z4,0:01:04
del,0:01:06
brytingi iks z6,0:01:09
närkamp eds z3,0:01:13
skott utanflr eds z8,0:01:19
skottyp utifrån eds ,0:01:21
utkast iks ,0:01:23
närkamp eds z5,0:01:32
närkamp iks z6,0:02:13
skott täckt iks z2,0:02:23
skottyp utifrån iks z2,0:02:26
boll eds,0:02:27
bolltapp passförösk eds z6,0:02:36
närkamp eds z4,0:02:52
frislag eds z9,0:03:18
hörna eds z9,0:03:47
eds z8 skott räddning ,0:04:16
skottyp fast eds z8,0:04:20
boll eds,0:04:21
rensning iks z8,0:04:54
närkamp iks z9,0:05:11
närkamp eds z9,0:05:14
närkamp iks z8,0:05:57
närkamp eds z1,0:06:09
boll iks ,0:06:14
närkamp eds z4,0:06:28
närkamp iks z5,0:07:01
närkamp eds z5,0:07:11
utkast iks z7,0:07:27
bolltapp passförsök iks z7,0:07:38
brytnign iks z8,0:08:37
brytning eds z3,0:08:53
inslag eds z3,0:08:56
utkast iks z9,0:09:49
frislag iks z7,0:10:03
passning lång iks ,0:10:13
utkast eds z2,0:10:20
närkamp iks z5,0:10:44
närkamp eds z6,0:10:49
närkamp iks z6,0:11:43
närkamp iks z4,0:11:58
bryting eds z3,0:12:04
närkamp eds z6,0:12:12
frislag eds z9,0:12:15
frislag eds z6,0:13:15
närkamp iks z7,0:13:43
inslag eds z4,0:13:50
närkamp iks z8,0:14:04
bolltapp passförsök iks z4,0:14:14
närkamp iks z5,0:14:18
närkamp eds z2,0:14:23
närkamp iks z9,0:14:46
inslag iks z9,0:14:53
närkamp eds z7,0:15:07
hörna eds z7 ,0:15:12
eds z8 skott räddning,0:15:44
eds z8 skottyp fast,0:15:47
utkast iks ,0:15:49
bryting eds z5,0:16:12
närkamp eds z8,0:16:35
passning straffområde eds z8,0:16:59
frislag iks z8,0:17:07
närkamp eds z1,0:17:23
hörna iks z1,0:17:28
iks z2 skott täckt,0:17:57
skottyp fast iks z2,0:18:01
skott räddning iks z2,0:18:05
skottyp retur iks z2,0:18:09
utkast eds,0:18:11
närkamp iks z6,0:18:41
skott räddnin iks z2,0:19:07
skottyp centrlat iks z2,0:19:09
boll eds,0:19:12
bolltapp passförösk eds z5,0:19:23
närkamp eds z5,0:19:28
skott täckt eds z8,0:19:50
skottyp centralt eds z8,0:19:55
hörna eds z9,0:19:56
eds z8 mål hörnmål,0:20:18
skottyp eds z8 fast,0:20:21
avslag iks ,0:20:42
passning lång iks ,0:21:09
utkast eds ,0:21:16
passning straffområde eds 8z,0:21:29
boll iks ,0:21:32
passning straffområde iks z2,0:21:50
utkast eds ,0:21:52
offside eds ,0:22:08
brytning eds z6,0:22:42
utkast iks z7,0:22:52
pasning lång iks ,0:23:01
närkamp iks z2,0:23:09
passning straffområde iks z2,0:23:13
boll eds z3,0:23:15
närkamp iks z8,0:23:40
bolltapp passförsök iks z7,0:23:49
inslag eds z7,0:23:51
närkamp eds z9,0:24:04
frislag eds z9,0:24:08
närkamp iks z7,0:24:29
utkast iks ,0:24:33
frislag iks z6,0:24:51
närkamp eds z9,0:25:09
utkast iks ,0:25:15
närkamp eds z4,0:25:23
inslag eds z9,0:25:54
frislag eds z7,0:26:14
passing straffområde eds z8,0:26:47
nrkamp iks z8,0:26:50
mål spelmål iks z2,0:26:59
skottyp centralt iks z2,0:27:08
avslag eds ,0:27:31
närkamp iks z9,0:27:52
närkamp iks z5,0:27:57
frislag iks z5,0:28:03
närkamp eds z4,0:28:36
passning lång eds ,0:28:46
offside eds ,0:28:50
brytning eds z6,0:29:16
närkamp iks z7,0:29:26
inslag eds z7,0:29:39
passning srtraffområde eds z8,0:29:59
närkamp iks z7,0:30:03
bolltapp passförösk iks z9,0:30:28
närkamp iks z8,0:30:31
passning lång iks z2,0:31:00
utkast eds ,0:31:03
närkamp iks z2,0:31:13
närkamp eds z2,0:31:22
kontring eds,0:31:25
frislag eds z8,0:31:32
skott täckt eds z8,0:31:51
skottyp utifrån eds z8,0:31:54
boll eds,0:32:07
skott ätckt eds z8,0:32:19
skottyp utifrån  eds z8,0:32:23
boll iks ,0:32:25
frislag iks z4,0:32:32
närkamp eds z5,0:32:47
skott utanflr eds z8,0:32:53
skottyp centrlat eds z8,0:32:57
utkast iks ,0:32:59
närkamp iks z7,0:33:19
inslag iks z7,0:33:25
frislag iks z7,0:33:43
närkamp eds z1,0:34:13
frislag eds z4,0:34:18
passnign straffområde eds z8,0:34:37
närkamp eds z8,0:34:39
skott täckt eds z8,0:34:42
skottyp utifrån es ,0:34:46
närkamp iks z8,0:34:49
närkamp eds z4,0:34:59
närkamp iks z7,0:35:13
inslag iks z7,0:35:17
närkamp eds z5,0:35:25
frislag eds z5,0:35:31
närkamp iks z5,0:35:43
närkamp eds z2,0:35:53
passning straffområde eds z8,0:36:50
skott täckt eds z8,0:36:58
skottyp inlägg eds z8,0:37:03
hörna eds z9,0:37:09
rensning iks z8,0:37:41
bolltapp tappad eds z5,0:38:16
närkamp eds z5,0:38:21
frislag eds z9,0:38:34
hörna eds z7,0:38:55
närkamp iks z8,0:39:24
kntring iks ,0:39:26
skott täckt iks z2,0:39:37
skottyp utifrån iks z2,0:39:40
noll eds,0:39:42
skott räddning eds z8 ,0:40:22
skottyp dribbling eds z8,0:40:29
hörna ed z9,0:40:32
eds z8 skott utanför,0:40:47
skottyp eds z8 fast,0:40:51
utkast iks ,0:40:53
passning lång iks z2,0:41:01
närkamp iks z2,0:41:03
närkamp eds z2,0:41:09
närkamp iks z6,0:41:20
timeout,0:41:47
frislag z6 eds,0:42:26
frislag eds z7,0:42:40
utkast iks z9,0:43:18
passning lång iks ,0:43:33
närkamp iks z2,0:43:35
skott utanför iks z2,0:43:40
skottyp centrlat iks z2,0:43:45
utkast eds,0:43:47
brytning iks z5,0:43:51
¨skott täckt iks z2,0:44:01
skottyp utifrån iks z,0:44:04
boll eds,0:44:07
närkamp iks z1,0:44:14
närkamp eds z2,0:44:16
skott täckt eds z8,0:44:30
skottyp utifrån eds z8,0:44:39
oassnign straffomrde eds z8,0:44:47
skott räddning eds z8,0:44:53
skottyp inlägg eds z8,0:44:56
utkast iks ,0:44:59
passing lång iks ,0:45:22
utkast eds,0:45:23
stop,0:45:32
