event,time
avslag villa ,0:00:00
frislag villa z9,0:00:19
passning lång villa z2,0:01:13
mål villa z2 straffområde,0:01:20
skottyp villa z2 friställande,0:01:29
avslag sirius ,0:01:51
närkamp villa z7,0:02:07
närlamp sirisu z7,0:02:09
skott räddning sirus z3,0:02:18
skottyp utiftrån sirius z3,0:02:23
skott räddning sirius z2,0:02:26
skottyp retur sirius z2,0:02:29
boll srius ,0:02:31
nrkamp sirius z6,0:02:36
närkamp villa z4,0:02:43
passnign straffområde villa z2,0:03:02
del,0:03:07
passnign straffområde villa z8,0:03:10
hörna villa z7,0:03:16
skott villa z8 räddning,0:03:30
skottyp fast villa z8,0:03:34
bollvilla ,0:03:37
närkamp sirius z8,0:03:59
närkamp villa z2,0:04:06
närkamp villa z5,0:04:35
skott utanför villa z9,0:04:59
skottyp utifrån villa z9,0:05:04
utkast siiurs,0:05:06
skott räddning sirius z2,0:05:16
skottyp utifrån sirius z2,0:05:20
skott ärddning sriisu z2,0:05:22
skottyp retur sirius z2,0:05:26
hörna sirius z3,0:05:28
sirius z2 skott täckt ,0:05:52
skottyp fast siirus z2,0:05:55
utkast villa z2,0:05:57
närkamp villa z9,0:06:19
skott räddning villa z8,0:06:36
skottyp centralt villa z8,0:06:43
hörna villa z9,0:06:47
villa z8 mål fast,0:07:09
skottyp villa z8 fast ,0:07:13
avslag sirius z5,0:07:42
passning lång srius z2,0:07:52
utkast villa z2,0:07:56
bolltapp passförsök villa z8,0:08:20
utakst siirus z8,0:08:25
närkamp villa z5,0:08:41
inslag sirius z7,0:09:01
närkamp villa z5,0:09:25
närkamp sirius z6,0:09:54
skott utanför sirius z2,0:10:42
skottyp utifrån sirius z2,0:10:46
utkast villa ,0:10:47
passning lång villa z8,0:10:57
skott räddnign villa z8,0:11:02
skottyp utifrån villa z8,0:11:10
utkast sirius ,0:11:12
passning straffområde sirius z2,0:11:25
brytning villa z2,0:11:28
närkamp sirius z6,0:11:33
närkamp sirius z4,0:12:26
brytning villa z3,0:12:59
passning straffområde vuilla z2,0:13:31
skott täkckt villa z2,0:13:35
skottyp utifrpn villa z2,0:13:40
boll villa ,0:13:42
passning straffomårde villa z8,0:14:30
brytning sirius z8,0:14:36
rensngin sirius ,0:14:39
inslag vila z,0:14:41
del,0:14:46
inslag vila z4,0:14:47
skott räddnign villa z8,0:15:05
skottyp centralt viila z8,0:15:10
hörna villa z7,0:15:14
villa z8 skott täckt ,0:15:36
skottyp fast villa z8,0:15:42
skott täckt villa z8,0:15:49
skottyp retur villa z8,0:15:55
boll villa ,0:15:57
brytning sirius z5,0:16:19
frislag sirius z2,0:16:32
närkamp sirius z5,0:17:25
närkamp irius z7,0:17:46
frislag isirius z4,0:18:11
brytning villa z2,0:19:15
närkamp sirius z4,0:19:20
passning lång sirius ,0:19:30
offside sirius ,0:19:32
boll villa ,0:19:36
skott utanför villa z8,0:19:57
skottyp centralt villa z8,0:20:00
utakst sirius z8,0:20:04
skott räddning sirius z2,0:20:32
skottyp utifrån sirius z2,0:20:36
utkast vill z1,0:20:38
skott räddning villa z8,0:21:07
skottyp villa z8 utifrån ,0:21:15
hörna villa z9,0:21:18
villa z8 skott räddnig ,0:21:39
skottyp villa z8 fast,0:21:44
utkast siirus z7,0:21:47
närkamp villa z5,0:22:08
frislag villa z4,0:22:11
skott räddning villa z8,0:22:52
skottyp villa z8 utifrån ,0:23:03
hörna villa z7,0:23:05
villa z8 utanför skott ,0:23:23
skottyp villa z8 fast,0:23:26
utkast sirius z9,0:23:33
närkamp villa z2,0:23:53
del,0:23:59
närkkamp sirius z8,0:24:03
närkamp villa z4,0:24:07
brytning sirius z8,0:24:15
närkamp villa z7,0:24:19
frislag villa z7,0:24:27
bolltapp passförösk villa z5,0:25:13
skott räddnign sirius z2,0:25:24
skottyp utufrån sirius z2,0:25:29
utkastvilla ,0:25:31
passning lång villa z8,0:26:46
