event,time
avslag vsk z5,0:00:00
passning lång vsk z3,0:00:14
utkast sirius z3,0:00:19
frislag sirius z2,0:00:29
närkamp sirius z1,0:01:00
mål sirius utifrån z8,0:01:31
skottyp utifrån sirius z8,0:01:39
avslag vsk z5,0:02:00
närkamp sirius z5,0:02:05
frislag sirius z7,0:02:09
närkamp vsk z5,0:02:46
frislag vsk z5,0:03:01
närkamp sirius z3,0:03:14
frislag sirius z4,0:03:46
närkamp vsk Z4,0:04:00
passning inlägg vsk z2,0:04:18
skott räckt vsk z2,0:04:27
skottyp inlägg vsl ,0:04:31
boll sirius ,0:04:34
närkamp vsk,0:04:38
passning straffområde vsk,0:04:45
boll sirius ,0:04:48
bolltapp passförsök sirius z5,0:05:20
passning lång vsk z2,0:05:29
utkast sirius z3,0:05:36
passsning lång sirius z8,0:06:11
utkast vsk z9,0:06:16
skott räddning vsk z2,0:06:35
skottyp utifrån vsk z2,0:06:42
utkast sirius z3,0:06:45
hörna sirius z7,0:07:01
skott täckt sirisu z2,0:07:44
skottyp fast sirius ,0:07:47
boll sirius ,0:07:49
närkamp vsk z4,0:07:52
skott utanför vsk z2,0:09:10
skottyp utifrån vsk z2,0:09:16
utkast sirius z1,0:09:18
närkamp sirius z5,0:10:41
närkamp vsk z1,0:11:26
hörna vsk z1,0:11:31
skott vsk z2 täckt ,0:12:04
skottyp fast,0:12:08
skott täckt vsk ,0:12:13
skottyp retur vsk,0:12:20
boll vsk ,0:12:24
närkamp sirius z1,0:12:32
frislag sirius z1,0:12:37
passning straffområde sirius z8,0:13:40
boll vsk ,0:13:46
frislag sirius z5,0:13:58
skott räddning sirius z8,0:14:10
skottyp sirius utifrån ,0:14:17
hörna sriius z9,0:14:21
skott täckr sirius z8,0:14:43
skottyp fast sirius z8,0:14:47
utkast vsk ,0:14:51
passning straffområde vsk ,0:15:07
utkast sirius z3,0:15:11
närkamp vsk z3,0:15:37
närkamp sirius z3,0:15:41
passning straffområde sirius z8,0:15:59
närkamp vsk z8,0:16:04
frislag vsk z7,0:16:07
närkamp vsk z2,0:16:56
närkamp sisiurs z4,0:17:22
bolltapp passförsök sirius z8,0:17:32
boll vsk,0:17:34
passning friställande vsk z2,0:17:49
utkast sirius z2,0:17:55
närkamp vsk z8,0:18:07
utkast vsk ,0:18:11
bolltapp tappad vsk,0:18:25
närkamp vsk ,0:18:30
närkamp sirius ,0:18:51
passning straffområde sirius ,0:19:07
utkast vsk ,0:19:09
skott räddning vsk z2,0:19:36
skottyp dribbling vsk z2,0:19:48
hörna vsk z3,0:19:55
skott vsk räddning z2,0:20:12
skottyp fast vsk z2,0:20:21
utkast sirius z3,0:20:27
skott täckt sirius z8,0:20:38
skoittyp utifrån sirius z8,0:20:44
boll vsk ,0:20:45
närkamp sirius z2,0:20:49
skott räddning sirius z8,0:21:08
skottyp utifrån sirius z8,0:21:12
hörna sirius z9,0:21:20
skott sirius z8 täckt ,0:21:43
skottyp fast sirius ,0:21:46
boll vsk ,0:21:48
närkamp z4 vsk,0:21:59
inslag sirius z3,0:22:32
närkamp vsk z 8,0:23:00
närkamp sirius z2,0:23:25
frislag sirius z4,0:23:31
passning straffområde sirius z8,0:24:39
boll vsk ,0:24:40
skott täckt vsk z2,0:25:01
skottyp utifrån vsk ,0:25:06
hörna vsk z3,0:25:10
skott vsk z2 täckt,0:25:35
sktotyp vsk fast,0:25:38
boll vsk,0:25:41
närkamp sirius z3,0:26:12
närkamp vsk z7,0:26:30
inslag vsk z4,0:26:45
närkamp vsk z6,0:27:23
passning straffområde vsk ,0:27:48
mål vsk straffområdde z2,0:27:55
skottyp vsk inlägg z2,0:28:01
avslag sirius z5,0:28:13
närkam vsk z4,0:28:34
passbning straffområde vsk z2,0:28:47
närkamp siisrus,0:28:51
närkampå vsk z6,0:29:02
närkamp sirius z2,0:29:12
närkamp siriius z6,0:29:54
stop,0:30:02
