event,time
avslag bl,0:00:00
skott täckt z8 bl,0:00:30
skottyp utifrån bl z8,0:00:34
timeout,0:00:36
utkast iks ,0:01:09
brynting bl z3,0:01:23
närkamp bl z7,0:01:32
närkamp iks z4,0:02:08
närkamp bl z7,0:02:13
passning straffområde bl z8,0:02:21
rensning iks ,0:02:23
passning lång bl z8,0:02:32
närakmp iks z8,0:02:40
mål iks z2,0:02:50
skottyp iks centralt z2,0:02:59
avslag bl,0:03:20
närkamp iks z9,0:03:49
frislag iks z1,0:04:06
passnign straffområde iks z2,0:04:21
mål iks straffområde,0:04:26
skottyp iks z2 inlägg ,0:04:33
avslag bl,0:04:50
närkamp iks z9,0:05:38
rensning iks ,0:05:43
närkamp iks z6,0:06:31
passning straffområde iks z2,0:06:45
utkast bl,0:06:50
passning lång bl,0:07:17
rensning iks ,0:07:19
närkamp iks z6,0:07:41
närkamp bl z5,0:08:03
närkamp iks z8,0:08:14
frislag iks z7,0:08:23
passning straffområde iks z2,0:08:50
utkast bl ,0:08:52
frislag bl z7,0:09:17
passnign straffomrdåe bl z9,0:09:27
skott utanför bl z8,0:09:37
skottyp utifrån bl z8,0:09:41
utkast isk z8,0:09:43
passning lång iks z2,0:10:31
skott räddning iks z2,0:10:35
skottyp friställande z2,0:10:39
utkast bl,0:10:42
hörna bl z7,0:10:52
bl z8 utanför skott,0:11:22
skottyp fast bl z8,0:11:27
utkast iks ,0:11:30
passnign lång iks z2,0:11:35
brnting bl z2,0:11:39
närkamp iks z7,0:11:48
utkast iks ,0:11:54
frislag iks z9,0:12:18
40 iks,0:12:30
inslag iks z1,0:12:46
skott räddnign iks z2,0:13:21
skottyp centrlat iks z2,0:13:24
boll bl,0:13:26
brynintg iks z8,0:13:38
närkamp bl z6,0:13:45
inslag bl z6,0:13:47
brytning iks z8,0:16:14
skott täckt z2 iks ,0:16:35
skottyp utifrån iks z2,0:16:42
hörna ika z3,0:16:43
boll iks,0:17:04
passnign straffområde iks z2,0:17:12
skott räddning iks z2,0:17:19
skottyp inlägg isk z2,0:17:28
utkast bl,0:17:32
bolltapp tappad bl z5,0:17:44
närkamp bl z2,0:17:49
närakmp bl z4,0:17:56
skott täckt bl z8,0:18:06
skkottyp utifrån bl z8,0:18:09
närkamp iks z6,0:18:11
passning strafofmråde iks z2,0:18:25
mål straffområde iks z2,0:18:29
skottyp inlägg iks z2,0:18:50
timeout bl,0:18:54
avslag bl ,0:20:10
närkamp bl z3,0:20:40
närkamp iks z5,0:21:00
passnign straffområde iks z2,0:21:26
skott täckt z2 iks ,0:21:31
skottyp inlägg iks z2,0:21:35
hörna iks z3,0:21:37
iks z2 mål fast,0:22:03
iks skottyp fast z2,0:22:12
avslag bl,0:22:31
brynting iks z6,0:22:57
närkamp iks z3,0:23:11
frislag iks z3,0:23:14
skott räddning iks z2,0:23:24
skottyp utifrån iks z2,0:23:28
utkast bl,0:23:29
passning straffområde bl z8,0:23:47
rensning iks ,0:23:49
skott utanför bl z8,0:24:11
skottyp utifrån bl z8,0:24:15
utkast iks z8,0:24:17
närkamp iks z7,0:24:40
frislag iks z6,0:24:48
närkamp bl z4,0:25:12
närkamp iks z4,0:25:23
frislag iks z4,0:25:29
brytning bl z7,0:25:51
frislag bl z7,0:26:17
offside bl z8,0:26:36
boll iks,0:26:55
del,0:26:58
boll bl,0:27:01
skott täckt bl z8,0:27:05
skottyp utifrån bl z8,0:27:08
närkamp iks z6,0:27:14
brytnign bl z3,0:27:21
närkamp iks z5,0:27:28
utkast bl z1,0:27:46
hörna bl z9,0:28:02
bl z8 skott räddning ,0:28:31
skottyp fast bl z8,0:28:35
rensning iks,0:28:41
passning bl straffområde z8,0:28:51
skott täckt bl z8,0:28:56
skottyp inlägg bl z8,0:28:59
närkamp iks z7,0:29:04
närkamp bl z7,0:29:09
n,0:29:34
del,0:29:36
närkamp iks z8,0:29:39
boll bl,0:29:49
utkast iks z7,0:29:58
skott utanfr iks z2,0:30:20
skottyp utifrån iks z2,0:30:23
boll iks,0:30:25
passning straffområde iks z2,0:30:45
boll bl,0:30:52
närkamp iks z4,0:31:03
frislag bl ,0:31:08
skott utanför z8 bl,0:31:31
skottyp bl utifrån z8,0:31:36
utkast iks ,0:31:37
närkamp bl z2,0:31:49
passning straffområde z8 bl ,0:32:21
utkast iks z7,0:32:24
frislag iks z2,0:32:39
närkamp bl z8,0:33:03
skott utanför bl z8,0:33:07
skottyp utifrån bl z8,0:33:10
utkast iks ,0:33:17
itkast bö ,0:33:24
utvinsing 10 iks,0:33:36
frislag bl,0:34:05
skott täckt bl z8,0:34:14
skottyp centralt bl z8,0:34:18
utkast iks ,0:34:19
40 iks,0:34:36
hörna iks z1,0:34:48
skott räddning iks z2,0:35:20
skottyp fast iks z2,0:35:23
närkamp iks z6,0:35:29
skott utanför iks z2,0:35:42
skottyp utifrån z2 iks ,0:35:51
utkast bl ,0:35:53
närkamp iks z9,0:36:09
utkast iks ,0:36:13
nrkamp iks z4,0:36:21
närkamp bl z4,0:36:32
passning straffområde bl z8,0:36:41
utkast iks z9,0:36:48
närkamp bl z5,0:36:57
skott räddning bl z8,0:37:16
skottyp utifrån bl z8,0:37:21
närkamp iks z9,0:37:24
n,0:37:27
del,0:37:31
närkamp bl z9,0:37:33
närkamp iks z8,0:37:37
frislag iks z1,0:37:53
hörna iks z1,0:38:11
z2 iks skott räddning,0:38:41
skottyp fast iks z2,0:38:44
närkamp bl z3,0:38:49
passning straffområde bl z8,0:39:08
rensning iks z8,0:39:10
passnign straffområde bl z8,0:39:19
utkast iks z2,0:39:22
närkamp bl z2,0:39:29
skott täckt bl z8,0:39:43
skottyp utfrån bl z8,0:39:48
offside bl z8,0:39:51
utkast iks ,0:39:54
inslag bl z6,0:40:01
närkamp iks z6,0:40:09
boll bl,0:40:13
utvisning 10 iks,0:40:24
bl frislag z5,0:41:08
passning straffområde bl z8,0:41:38
boll iks ,0:41:45
