event,time
timeout,0:00:00
boll sirius,0:04:37
brytning mtoala z5,0:04:45
boll siirius,0:04:50
närkamp motala z9,0:05:04
utkast sirius z3,0:05:19
40 sirius ,0:05:35
närkamp motala z9,0:05:56
hörna motala z3,0:06:07
motala z2 skott täckt ,0:06:40
skottyp fast motala z2,0:06:43
utkast sirius z1,0:06:45
skott täckt sirius z7,0:07:10
skottyp utifrån siriius z7,0:07:14
40 sirius ,0:07:19
närkamp sirius z5,0:07:48
40 sirius ,0:07:52
frislag sirius z8,0:08:14
40 sirius,0:08:37
utkast motala z9,0:09:08
närkamp sirius z4,0:09:45
40 sirius,0:10:07
bolltapp sirius z3,0:10:15
skott röddming motala z2,0:10:24
skottyp utifrån motala z2,0:10:28
utkast sirius ,0:10:29
närkamp motaala z4,0:10:53
närkamp sirisu z2,0:11:19
skott täckt sirius z8,0:11:36
skottyp utifrån sirius z8,0:11:40
boll motala ,0:11:42
passning lång motala z2,0:11:55
timeout ,0:12:00
utkast sirius z3,0:12:25
skott täckt sirius z7,0:12:49
skottyp utifrån sirius z7,0:12:53
hörna siirus z9,0:12:59
sirius z8 mål fast,0:13:19
skottyp fast sirius z8,0:13:25
avslag motala ,0:13:48
frislag motala z3,0:14:16
passning straffområde motala z2,0:14:44
rensning sirius ,0:14:52
skott räddning motala z2,0:15:46
skottyp centralt motala z2,0:15:50
hörna motala z3,0:15:52
motala z2 skott utanför,0:16:16
skottyp fast motala z2,0:16:19
utkast sirius z1,0:16:21
brytning motala z8,0:17:00
närkamp sirius z5,0:17:08
närkamp motala z3,0:17:16
del,0:17:17
närkamp sirius z3,0:17:21
brytging motala z8,0:17:27
närkamp sirius z6,0:17:35
40 sirius ,0:17:37
40 sirius,0:18:18
närkamp motala z6,0:18:52
skott räddning motala z2,0:19:04
skottyp utifrån motala z2,0:19:07
utkast sirisu z2,0:19:09
skott utanför sirius z2,0:19:19
del,0:19:23
skott utanför sirius z8,0:19:26
skottyp utifrån sirius z8,0:19:29
utkast motala ,0:19:32
brytnign sirius z2,0:20:05
brytning motala z4,0:20:13
passning farligt motala z2,0:20:34
skott utanflr motala z2,0:20:41
skottyp centralt motala z2,0:20:44
utakst siirus z3,0:20:46
närkamp motala z6,0:21:06
närkamp sirius z3,0:21:20
närkamp mootala z9,0:21:49
närkamp sirius z6,0:21:54
40 sirius ,0:21:57
närkamp motala z5,0:22:06
skott räddning motala z2,0:22:27
skottyp centralt motala z2,0:22:31
timeout,0:22:32
boll siirus ,0:22:42
bolltapp passförösk siirus z5,0:23:11
frislag motala z5,0:23:50
frislag motala z3,0:24:11
närkamp sirius z3,0:25:10
rensning sirius ,0:25:15
del,0:25:17
närkamp motala z6,0:25:21
närkamp sirius z6,0:25:44
närkamp sirius z1,0:26:11
40 sirius,0:26:41
frislag sirius z4,0:26:57
skott utanför sirius z8,0:27:30
skottyp dribbling sirius z8,0:27:35
närkamp sirius z7,0:27:40
närkamp motala z9,0:28:04
närkamp sirius z3,0:28:16
skott räddning sirius z8,0:28:38
skottyp utifrån sirius z8,0:28:42
utkast motala ,0:28:45
passning straffområde otala z2,0:29:14
skott utanför motala z2,0:29:20
skottyp utifrån motala z2,0:29:24
utkast siirus ,0:29:25
brytning motala z8,0:29:45
passning lång motala z2,0:30:15
närkamp mtoala z3,0:30:19
hörna motala z3,0:30:25
motala z2 skott räddning ,0:30:47
skottyp fast motala z2,0:30:53
skott utanför motala z2,0:30:56
skottyp retur motala z2,0:31:00
utkast isrius ,0:31:01
närkamp sirius z5,0:31:22
40 sirius ,0:31:28
närkamp sirius z4,0:31:46
40 sirius ,0:31:59
närkamp motala z6,0:32:17
närkamp sirius z2,0:32:25
brytning motala z5,0:32:38
närkamp sirius z2,0:32:42
bolltapp passförösk sirisu z5,0:32:58
närkamp sirius z4,0:33:05
närkamp sirius z5,0:33:25
närkamp motala z5,0:33:30
hörna motala z3,0:33:44
motala z2 mål fast,0:34:12
motala skottyp fast z2,0:34:15
avdslag siirus,0:34:50
närkamp motala z6,0:35:02
skott täckt motala z2,0:35:08
skottyp utifrån motala z2,0:35:14
närkamp sirius z3,0:35:23
inslag motala z3,0:35:26
m,0:35:38
närkamp motala z1,0:35:43
passning straffområde motala z2,0:35:56
boll motala,0:36:01
utkast siirus z1,0:36:19
bolltapp passförösk sirius ,0:36:34
inslag motala z9,0:36:39
passning lång motala z2,0:36:52
närkamp sirius z2,0:36:55
40 sirius ,0:37:11
närkamp motala z3,0:37:28
närkamp motala z5,0:38:34
åpassing öång motala z3,0:38:44
skott utanför motala z2,0:38:52
skottyp utifrån motala z2,0:38:56
utkast sirius z2,0:38:58
skott utanför sirius z8,0:39:22
skottyp utifrån sirius z8,0:39:26
utkast motala z8,0:39:28
bolltapp tappad motala z5,0:39:40
40 sirius ,0:39:43
inslag siirus z6,0:39:52
närkamp motala z3,0:40:05
skott täckt motala z2,0:40:12
skottyp utifrån motala z2,0:40:15
rensning sirius ,0:40:18
passning lång motala z3,0:40:59
närkamo sirius z3,0:41:03
bolltapp passförösk sirius z3,0:41:19
hörna motala z3,0:41:22
motala z2 skott täckt,0:41:47
