event,time
avslag bol ,0:00:00
passning strafforåde bol z2,0:00:52
utkast iks z1,0:00:54
brytnign bol z8,0:01:18
passning straffområde bol z2,0:01:55
utkast iks ,0:01:56
passning lång iks z8,0:02:26
boll bol z8,0:02:29
nrkamp iks z6,0:02:51
skitt utanför iks z8,0:02:57
skottyp utifrån iks z8,0:03:00
utkast bol z7,0:03:02
passning straffområde bol z2,0:03:51
mål spelmål bol z2,0:03:57
skottyp inlägg bol z2,0:04:01
avslag iks ,0:04:28
närkamp bol z6,0:04:42
närkamp iks z4,0:04:58
närkamp iks z5,0:05:20
40 iks z2,0:05:23
närkamp bol z9,0:05:37
kojtring bol ,0:05:39
skott röddning bol z2,0:05:53
skottyp centralt bol z2,0:05:58
hörna bol z3,0:06:01
bol z2 skott utanför,0:06:17
skottyp fast bol z2,0:06:21
utkast iks z3,0:06:25
passning farlig iks z8,0:07:08
skott räddning iks z8,0:07:11
skottyp centralt iks z8,0:07:19
utkast bol ,0:07:21
utkast iks z3,0:07:33
40 iks z2,0:08:06
närkamp bol z5,0:08:18
hörna bol z1,0:08:28
skott täckt bol z2,0:09:00
skottyp fast bol z2,0:09:04
utkast iks z3,0:09:11
skott räddning iks z8,0:09:37
skottyp utifrån iks z8,0:09:41
utkast bol ,0:09:43
skott räddning bol z2,0:10:41
skottyp utifrån bol z2,0:10:45
boll bol z3,0:10:51
brytnign iks z1,0:11:20
bryting bil z5,0:11:39
passning straffområde bol z2,0:11:52
skott töckt bol z2,0:11:55
skottyp inlägg bol z2,0:11:58
boll iks z2,0:11:59
40 iks ,0:12:04
skott räddning iks ,0:12:25
skottyp utifrån iks z,0:12:29
utkast bol z8,0:12:34
skott töckt bol z2,0:12:51
skottyp utifrån bol ,0:13:00
närkamp bol z4,0:13:28
brytning isk z5,0:13:56
närkamp bol z5,0:13:59
passning lång bol z2,0:14:02
bryting iks z2,0:14:05
bolltapp tappad iks z6,0:14:11
utkast iks 3,0:14:28
passnign straffområde iks z8,0:15:01
närkamp iks z8,0:15:05
40 iks ,0:15:09
närkamp bol z7,0:15:24
passning lång bol z3,0:15:51
offside bol ,0:15:55
timeout iks,0:16:03
boll iks ,0:17:48
40 iks ,0:18:45
40 iks,0:18:51
närkamp bol z3,0:19:03
utkast iks z1,0:19:16
passning lång iks z8,0:19:28
utkast bol ,0:19:36
närkamp bol z8,0:19:40
passning straffomrde bol z2,0:19:57
boll bol z3,0:20:04
närkamp iks z3,0:20:12
brynting bol z8,0:20:27
närkamp iks z7,0:20:35
hörna iks z7,0:20:37
z8 iks skott täckt,0:21:09
skottyp fast iks z8,0:21:11
närkamp bol z9,0:21:22
utkast bol ,0:21:25
passning straffområde bol z2,0:21:41
utkast iks z3,0:21:43
närkamp bol z8,0:22:04
närkamp iks z5,0:22:21
kontring iks ,0:22:35
frislag iks z8,0:22:38
40 iks ,0:22:49
närkamp bol z7,0:23:19
kontring bol ,0:23:22
mål spelmål bol z2,0:23:31
skottyp centrlat bol z2,0:23:36
avslag iks ,0:24:18
skott utanför iks z8,0:24:56
skottyp utifrån iks z8,0:25:00
boll bol ,0:25:02
brytning iks z3,0:26:35
40 iks ,0:27:52
passning lång iks z8,0:28:09
brytning bol z8,0:28:13
skott utanför bol z3,0:28:35
skottyp utifrån bol z3,0:28:38
utkast iks ,0:28:39
brynting bol z7,0:29:06
passning straffområe bol z2,0:29:38
mål spelmål bol z2,0:29:43
skottyp inlägg bol z2,0:29:49
avslag iks ,0:30:10
närkamp bol z7,0:30:31
närkamp iks z7,0:30:35
passning straffområde iks z8,0:30:40
boll iks ,0:30:42
40 iks,0:30:45
frislag iks z5,0:31:10
skott utanför iks z8,0:31:36
skottyp centrlat iks z8,0:31:41
utkast bol ,0:31:43
utkast iks z1,0:31:48
skott utanför iks z8,0:32:31
skottyp utifrån iks z8,0:32:36
utkast bol z7,0:32:39
utkast iks z1,0:32:44
skott täckt iks z8,0:33:33
skottyp utifrån iks z8,0:33:36
hörna iks z9,0:33:39
iks z8 skott utanför ,0:33:55
skottyp fast iks z8,0:33:58
utkast iks ,0:34:00
del,0:34:02
utkast bol ,0:34:04
närkamp bol z6,0:34:08
brytning iks z2,0:34:14
passning straffområde iks z8,0:34:40
boll bol ,0:34:42
kontring bol ,0:34:49
skott räddning bol z2,0:34:53
skottyp dribbling bol z2,0:34:57
utkast iks ,0:34:58
frislag iks z8,0:35:18
40 iks,0:35:23
närakmp bol z5,0:35:50
bolltapp tappad bol z5,0:35:54
närkamp bol z9,0:36:05
timeout ,0:36:22
utvisning 10 iks ,0:37:23
frislag bol z6,0:37:30
frislag bol z5,0:37:52
brytning iks z2,0:38:32
frislag iks z9,0:38:45
utkast bol z9,0:39:10
utkast iks z3,0:39:20
passning lång iks z8,0:39:38
närkamp bol z6,0:39:42
närkamp ks z5,0:39:51
kontring iks ,0:39:54
närkamp bol z7,0:40:01
kontring bol ,0:40:05
skott räddning bol z2,0:40:13
skottyp centrlat bol z2,0:40:15
boll iks ,0:40:18
bolltapp tappad iks z4,0:40:35
kontring bol ,0:40:41
skott täckt bol z2,0:40:44
skottyp centrlat bol z2,0:40:48
boll iks ,0:40:51
kontring iks ,0:41:00
mål spelmål iks z8,0:41:04
skottyp dribbling iks z8,0:41:10
avslag bol ,0:41:19
närkamp iks z4,0:41:36
40 iks z2,0:41:46
passning lng iks z8,0:41:50
boll bol ,0:41:54
kontring bol ,0:42:02
passning straffområde bol z2,0:42:10
brytning iks z2,0:42:13
passnign straffomrde iks z8,0:42:25
skott räddning iks z8,0:42:28
skottyp inöägg iks z8,0:42:31
boll bol ,0:42:38
kontring bol ,0:42:39
skott täckt bol z2,0:42:47
skottyp utifrån bol z2,0:42:52
hörna bol z1,0:42:56
z2 bol skott täckt,0:43:16
skottyp fast bol z2,0:43:20
boll iks ,0:43:23
passning lång iks z7,0:43:30
utkast bol z8,0:43:33
utkast iks z1,0:43:50
närkamp iks z5,0:44:05
utkast bol ,0:44:27
skott rädding bol z2,0:44:40
skottyp dribbling bol z2,0:44:43
utkast iks z1,0:44:45
närkamp bol z8,0:44:56
kontring bol ,0:45:02
hörna bol z1,0:45:09
utvisning iks 10 ,0:45:25
bol z2 skott täckt,0:45:48
skottyp fast bol z2,0:45:51
boll bol ,0:45:55
utkast iks z1,0:46:17
skott täckt iks z8,0:46:35
skottyp centralt ,0:46:38
kontring bol ,0:46:43
utkast iks ,0:46:49
stop,0:47:09
