event,time
avslag sirius z5,0:00:00
närkamp sirius z2,0:00:09
brytning edsbyn z6,0:00:31
hörna edsbyn z1,0:00:52
edsbyn z2 skott täckt,0:01:22
skottyp fast edsbyn z2,0:01:25
skott täckt edsbyn z2,0:01:28
skottyp retur edsbyn z2,0:01:34
rensning sirius,0:01:40
utkast sirius z1,0:01:45
passning lång sirius z5,0:02:10
skott utanför sirius z5,0:02:17
skottyp utifrån sirius z5,0:02:21
utkast edsbyn ,0:02:24
hörna edsbyn z1,0:02:34
edsbyn z2 skott räddning,0:03:02
skottyp edsbyn fast z2,0:03:07
utkast sirius ,0:03:17
närkamp edsbyn z5,0:03:51
närkamp sirius z3,0:04:14
rensning sirius z2,0:04:56
skott täckt edsbyn z2,0:05:02
skottyp fast edsbyn z2,0:05:05
hörna edsbyn z1,0:05:07
edsbyn z2 skott utanför,0:05:33
skottyp fast edsbyn z2,0:05:36
utkast siirus z1,0:05:38
bolltapp sirius z2,0:05:42
närkamp sirius z2,0:05:45
utkast edsbyn z7,0:06:02
närkamp sirius z3,0:06:25
närkamp edsbyn z5,0:06:50
frislag edsbyn z6,0:07:00
brytning sirius z2,0:07:16
närkjjamp edsbny z2,0:07:22
närkamp sriisu z3,0:07:40
hörna sirius z9,0:07:53
sirius z8 skott täckt,0:08:26
skottyp sirius z8 fast,0:08:31
frislag sirius z7,0:08:46
brytning edsbyn z5,0:09:01
offside edsbyn z2,0:09:10
boll sirius ,0:09:20
frislag edsbyn z6,0:09:44
passning lång edsbyn z2,0:09:56
närkamp edsbyn z2,0:10:00
skott räddning edsbyn z2,0:10:03
skottyp centralt edsbyn z2,0:10:09
utkast sirius ,0:10:11
utkast edsbyn z8,0:10:17
närkamp sirius z6,0:10:32
närkamp edsbyn z6,0:10:34
rensning edsbyn,0:11:14
hörna sirius z9,0:11:45
del,0:11:54
skott räddning sirius z9,0:11:58
skottyp centralt z9,0:12:02
hörna sirius z9,0:12:06
närkamp edsbyn z8,0:12:18
passning lång edsbyn z2,0:12:49
närkamp sirius z2,0:12:53
närkamp edsbyn z4,0:12:56
närkamp sirisu z2,0:13:08
närkamp edsbyn z2,0:13:13
närkamp sirius z2,0:13:16
närkamp edsbyn z8,0:13:27
frislag edsyn z3,0:13:39
brytning sirius z2,0:13:56
skott utanför sirius z8,0:14:09
del,0:14:17
skott räddning sirius z8,0:14:20
skottyp öppnande isrius z8,0:14:26
hörna sirius z9,0:14:29
sirius z8 skott utanför,0:14:41
skottyp fast sirius z8,0:14:45
utkast edsbyn ,0:14:50
frislag edsbyn z2,0:15:18
skott räddning edsbyn z2,0:15:25
skottyp centralt edsbyn z2,0:15:31
hörna edsbyn z3,0:15:35
edsbyn z2 skott räddning ,0:15:56
skottyp fast edsbyn z2,0:16:00
utkast sirius ,0:16:11
närkamp sirius z6,0:16:19
passning straffområde sirius z8,0:16:26
brytning edsbyn z8,0:16:30
bärkamp sirius z1,0:16:48
frislag edsbyn z1,0:16:54
brytning sirius z2,0:17:06
frislag sirius z1,0:17:08
bolltapp passförösk sirius z3,0:17:26
insalg edsbyn z3,0:17:32
passning lång edsbyn z2,0:17:42
passnig straffområde edsbyn z2,0:18:03
skott räddnign edsbyn z2,0:18:08
skottyp inlägg edsbyn z2,0:18:12
mål straffområde edsbyn z2,0:18:19
skottyp retur edsbyn z2,0:18:23
avslag sirius ,0:18:38
utkast edsbyn ,0:18:54
boll sirius z2,0:18:58
närkamp edsbyn z4,0:19:04
brytning sirius z2,0:19:18
frislag sirius z3,0:19:25
passning lång siirus z8,0:19:43
boll edsbyn,0:19:48
olltapp passförösk edsbyn z4,0:19:55
utkast edsbyn z7,0:20:00
utkast sirius z3,0:20:17
passning lång sirius z8,0:20:32
brytnung edsbyn z8,0:20:37
närkamp edsbyn z5,0:20:41
passning lång edsbyn z2,0:20:55
utkast siirus z1,0:20:57
passning lång sirius z5,0:21:09
närkamp edsbyn z8,0:21:16
närkamp edsbyn z6,0:21:26
närkamp sirius z3,0:21:31
inslag sirius z9,0:21:53
passning straffområde siirus z8,0:22:07
rensning edsbyn z8,0:22:11
passning lång siirus z8,0:22:19
boll edsbyn z7,0:22:22
passning lång edsbyn z8,0:22:31
skott utanför edsbyn z2,0:22:36
skottyp centralt edsbyn z2,0:22:42
utkast sirius z5,0:22:45
närkamp siruus z6,0:22:50
frislag siirus z6,0:22:53
skott utanför sirius z8,0:23:18
skottyp utifrån sirius z8,0:23:21
utkast edsbyn ,0:23:29
utkast siirus ,0:23:34
passning lång sirius z8,0:23:41
passning straffområde edsbyn z8,0:23:50
skott utanför sirius z8,0:23:59
skottyp inlägg sirius z8,0:24:02
utkast edsbyn ,0:24:04
passnign straffområde edsbyn z2,0:24:14
närkamp edsbyn z8,0:24:18
del,0:24:23
närkamp edsbyn z2,0:24:25
närkamp sirisu z5,0:24:28
närkamp edsbyn z7,0:24:34
inslag edsbyn z1,0:24:54
passning straffområde edsbyn z2,0:25:01
brytning sirius z2,0:25:04
närkamp edsbyn z8,0:25:23
utkast edsbyn ,0:25:25
offside edsbyn z2,0:25:30
utkast sirius z3,0:25:42
passning lång sirius z8,0:25:49
utkast edsbyn ,0:25:54
boll sirius z8,0:26:05
närkamp edsbyn z8,0:26:21
närkamp sriisu z7,0:26:25
frislag sirius z7,0:26:32
passning straffområde sirius z8,0:26:47
utkast edsyn z6,0:26:50
skott täckt edsbyn z8,0:27:08
skottup utifrån edsbyn z8,0:27:17
skott räddnign edsbyn z8,0:27:22
skottyp utåfrin edsbyn z8,0:27:27
mål straffområde edsbyn z8,0:27:32
skottyp edsbyn retur z8,0:27:37
avslag sirius ,0:27:41
närkamp sirius z7,0:27:51
oassning straffområde sirius z8,0:27:56
närkam pedsbyn z8,0:28:00
inslag edsbyn z7,0:28:05
passning lång edsbyn z8,0:28:16
utkast sirius z6,0:28:27
passning lång siirus z8,0:28:34
utkast edsbyn ,0:28:37
brytnign sirius z4,0:28:49
frislag sirius z5,0:28:52
passning straffområde sirius z8,0:29:06
närkamp edsbyn z8,0:29:10
inslag edsbyn z4,0:29:18
passning lång edsbyn z8,0:29:37
hörna edsbyn z3,0:29:41
skott edsbyn z2 utanför ,0:30:18
skottyp fast edsbyn z2,0:30:23
utkast sirius z5,0:30:31
närkamp sirisu z5,0:30:38
inslag sirius z6,0:30:46
passning straffområde siirus z8,0:31:00
rensning edsbyn ,0:31:04
inslag sirius z6,0:31:09
passnig straffområde esirius z8,0:31:23
inslag edsbyn z7,0:31:30
passing lång edsbyn z5,0:31:37
närkamp edsbyn z5,0:31:41
närkamp sriisu z4,0:31:47
rensning edsbyn z8,0:31:59
passning lång sirius z5,0:32:07
frislag edsbyn z5,0:32:10
passning lång edsbyn z2,0:32:27
närkamp siirus z2,0:32:32
skott räddning sirius z8,0:32:59
skottyp centralt sirius z8,0:33:05
hörna sriisu z9,0:33:08
skott sirius z8 täckt,0:33:21
skottyp fast sirius z8,0:33:25
rensning edsbyn ,0:33:29
passning lång sirius z8,0:33:32
närkamp edsbyn z5,0:33:37
brytning sirius z1,0:33:43
närkamp sirisuz 4,0:33:55
passing kång sirius z5,0:34:11
närkamp sirisu z7,0:34:23
närkamp srisu z7,0:34:32
skott täckt sirius z8,0:34:40
skottyp utifrån sirius z8,0:34:47
n,0:34:49
del,0:34:53
närkamp edsbyn z8,0:34:56
frislag edsbyn z8,0:35:01
passning lång edsbyn z2,0:35:14
utkast sirius z5,0:35:20
närkamp edsbyn z5,0:35:28
passning lång edsbyn ,0:35:32
utkast sirius z1,0:35:38
passning lång sirius 5,0:35:47
närkamp sirisu z4,0:35:50
frislag sirius z4,0:35:55
passning lång sirius z7,0:36:07
skott täckr sirius z8,0:36:12
skottyå utifrån sirisu z8,0:36:16
uutkast edsbyn ,0:36:25
närkamp sris z6,0:36:28
passning straffområde sirius z8,0:36:48
brytnign edsbyn z8,0:36:53
närkamp sirius z6,0:37:15
skott täckt sirius z8,0:37:27
skottyp utifrån sirius z8,0:37:32
hörna sirius z7,0:37:36
skott sirius z8 täckt ,0:38:00
skottyp fast sirius z8,0:38:04
rensning edsbyn ,0:38:08
brytning edsbyn z5,0:38:15
passning lång edsbyn ,0:38:33
utkast sirius z3,0:38:35
passning lång sirius z8,0:38:45
rensning edsbyn ,0:38:51
inslag sirisu z7,0:38:53
del,0:38:55
inslag sirius z9,0:38:57
skott utanför sirius z8,0:39:06
skottyp utifrån sirisu ,0:39:09
utkast edsbyn,0:39:11
närkamp isrius z1,0:39:19
brytning edsbyn z8,0:39:39
passning lång edsbyn z5,0:39:49
närkamp edsbyn z5,0:39:56
skott räddning edsbyn z2,0:40:00
skottyp edsbyn utifrån z2,0:40:04
utkast sirius ,0:40:07
bolltapp tappad sriisu z4,0:40:11
passning straffområde edsbyn z2,0:40:21
närkamp z3 edsbyn,0:40:33
hörna edsbyn z3,0:40:37
boll edsbyn,0:41:06
passning lång edsbyn ,0:41:14
närkamp sirisu z3,0:41:16
brytniong edsbyn z5,0:41:33
bolltapp passförösk edsbyn z1,0:41:48
utkast sirius ,0:41:49
boll edsbyn z8,0:41:55
passning straffområde edsbyn z2,0:42:04
närkamp edsbyn z3,0:42:06
närkap sriisu z2,0:42:14
resning sirius ,0:42:17
inslag edsbyn z3,0:42:23
passning lång edsbyn z2,0:42:28
närkamp sriisu z2,0:42:31
närkamp edsbyn z1,0:42:36
frislag edsbyn z1,0:42:39
passning straffområde edsbyn z2,0:42:59
närkamp sirius z6,0:43:10
närkamp edsbyn z5,0:43:21
närkamp sriisuz 4,0:43:26
del,0:43:28
närkamp sirius z4,0:43:34
frislag sirius z4,0:43:39
hörna sirius z7,0:43:58
sirius z8 skott täckt,0:44:36
skottyp fast sirius z8,0:44:40
utkast edsbyn ,0:44:42
boll sirius ,0:44:46
passning lång siriis ,0:44:51
närkamp sirius z5,0:44:53
stop,0:45:02
