event,time
avslag saik,0:00:00
passnig straffområde saik z8,0:00:46
närkamp iks z7,0:00:53
40 iks,0:01:07
passning lång iks z3,0:01:21
skott utanför iks z2,0:01:26
skottyp utifrån iks z2,0:01:29
utkast saik z1,0:01:31
närkamp iks z6,0:01:45
skott täckt iks z2,0:01:53
skottyp utifrån iks z2,0:01:57
skott räddnign iks z2,0:02:00
skottyp retur iks z2,0:02:03
utkast saik ,0:02:05
passning straffromde saik z8,0:02:17
utkast iks z7,0:02:21
närkamp iks z6,0:02:29
passning lång iks z3,0:02:50
offside iks z2,0:02:54
boll saik z3,0:02:59
skott utanför saik z8,0:03:14
skottyp utifrån saik z8,0:03:18
utkast iks z9,0:03:21
passning lång iks z3,0:03:34
utkast saik z3,0:03:39
närkamp iks z8,0:04:03
utkast iks z7,0:04:07
40 iks,0:04:20
passning straffområde iks z2,0:04:41
närkamp saik z2,0:04:47
närkamp iks z4,0:04:49
passning lång iks z2,0:04:55
utkast saik z3,0:05:01
frislag saik z4,0:05:25
frislag saik z9,0:05:54
brytnign iks z8,0:06:42
mål iks z2,0:07:06
del,0:07:11
mål iks z2 spelmål,0:07:16
skottyp iks z2 centralt ,0:07:35
avslag saik ,0:07:38
närkamp saik z9,0:08:10
skott räddnign saik z8,0:08:22
skottyp centralt saik z8,0:08:27
hörna saik z9,0:08:29
saik z8 mål hörnmål,0:09:03
skottyp fast saik z8,0:09:07
avslag iks,0:09:43
40 iks,0:10:11
frislag iks z5,0:10:35
40 iks,0:10:49
skott utanför iks z2,0:11:05
skottyp utifrån iks z2,0:11:09
utkast saik,0:11:12
passnign straffområde siak z8,0:11:18
brytning iks z8,0:11:21
närkamp saik z6,0:11:35
skott räddnign saik z8,0:11:43
skottyp utifrån saik z8,0:11:46
utkast iks z8,0:11:50
bolltapp passförösk iks z1,0:12:09
inslag saik z1,0:12:14
passnign straffområde saik z8,0:12:45
rensning iks z8,0:12:48
närkamp saik z9,0:13:15
frislag saik z5,0:13:28
passning lång saik z8,0:14:24
utkast iks z7,0:14:28
passning lång iks z2,0:14:56
brynting saik z2,0:14:59
närkamp iks z1,0:15:06
skott utanför iks z2,0:15:16
skottyp centralt iks z2,0:15:22
utkast saik ,0:15:24
bolltapp passförösk saik z9,0:15:43
utkast iks z5,0:15:46
40 iks,0:15:59
40 iks,0:16:08
närkmp saik z5,0:16:24
närkamp iks z1,0:16:26
passning lån iks z2,0:16:44
brytning saik z2,0:16:48
skott utanför saik z8,0:17:14
skottyp utifrån saik z8,0:17:18
utkast iks ,0:17:25
närkamp iks z5,0:17:37
passning lån iks z2,0:17:57
utkast saik z1,0:18:01
närkamp iks z9,0:18:23
närkamp saik z2,0:19:01
brytning iks z8,0:19:21
närkamp saik z9,0:19:28
passning lång saik z8,0:19:42
boll iks,0:19:45
40 iks,0:20:24
passning straffområde iks z2,0:20:38
skott täckt iks z2,0:20:45
skottyp utifrån iks z2,0:20:48
närkamp saik z2,0:20:50
passnign straffområde saik z8,0:21:14
boll iks z7,0:21:25
brytnign saik z2,0:21:55
skott räddning saik z8,0:22:26
skottyp utifrån saik z8,0:22:30
utkast iks z7,0:22:32
40 iks,0:22:42
närkamp iks z6,0:23:39
nörkamp saiik z5,0:23:49
frisalg saik z8,0:24:10
skott räddning saik z8,0:24:24
skottyp fast saik z8,0:24:28
utkast iks z9,0:24:31
närkamp saik z1,0:24:45
utkast iks z7,0:25:13
brytnign saik z5,0:25:30
skott täckt saik z8,0:25:38
skottyp utifrån saik z8,0:25:41
närkamp iks z8,0:25:46
närkamp saik z2,0:26:01
brytning iks z9,0:26:12
närkamp saik z6,0:26:19
skott täckt saik z8,0:26:27
skottyp utifrån saik z8,0:26:30
nörkamp iks z8,0:26:33
nörkamp saik z7,0:26:37
passning straffomrdeå saik z8,0:26:42
boll iks z8,0:26:46
del,0:26:48
brytnig iks z8,0:26:52
passning straffområde iks z2,0:27:26
närkamp iks z2,0:27:30
skott utanflr iks z2,0:27:35
skottyp utifrån iks z2,0:27:38
utkast saik ,0:27:41
frislag saik z3,0:27:52
brytning iks z8,0:28:02
bolltapp passförsök iks z5,0:28:09
passning straffområde saik z8,0:28:22
brytning iks z8,0:28:25
närkamp saik z2,0:28:34
utkast saik,0:28:48
mål spelmål saik z8,0:28:58
skottyp utifrån saik z8,0:29:15
avslag iks,0:29:27
passning lång iks z3,0:29:34
boll saik z3,0:29:37
närkamp iks z6,0:30:15
n,0:30:19
del,0:30:22
närkamp saik z2,0:30:24
närkamp iks z1,0:30:26
påassnog straffområde iks z2,0:30:46
hörna iks z1,0:30:48
iks z2 skott utanför,0:31:23
skottyp fast iks z2,0:31:26
utkast saik ,0:31:31
brytning iks z5,0:31:58
frisalg iks z5,0:32:04
40 iks,0:32:18
40 iks,0:32:33
40 iks,0:32:43
passning straffområde iks z2,0:33:05
skott täckt iks z2,0:33:11
skottyp utifrån iks z2,0:33:14
närkamp iks z2,0:33:18
40 iks,0:33:20
bolltapp passförösk iks z5,0:33:31
närkamp iks z4,0:33:34
brynting saik z3,0:33:42
nrkamp iks z6,0:33:46
40 iks,0:34:16
passning lång iks z2,0:34:23
närkamp saik z2,0:34:27
utkast saik z3,0:34:30
frislag saik z6,0:34:54
närkamp iks z7,0:36:12
närkamp iks z6,0:36:35
frislag iks z4,0:36:52
passning lång iks z3,0:37:08
passning straffområde iks z2,0:37:13
närkamp saik z2,0:37:39
närkamp iks z2,0:37:42
hörna iks z1,0:37:46
del,0:37:48
frislag iks z1,0:38:01
40 iks,0:38:13
frislag iks z1,0:38:33
inslag iks z1,0:38:40
40 iks,0:39:29
närkamp saik z3,0:39:59
skott utanför saik z8,0:40:27
skottyp utifrån saik z8,0:40:31
utkjast iks z7,0:40:34
skott utanför iks z2,0:40:49
skottyp utifrån iks z2,0:40:52
utkast saik z2,0:40:54
närkamp iks z5,0:41:07
närkamp iks z4,0:41:16
offside iks z2,0:42:03
boll saik ,0:42:11
närkamp iks z4,0:42:50
frislag iks z4,0:42:55
närkamp saik z4,0:43:12
frislag saik z1,0:43:24
timeout ,0:43:28
boll saik ,0:43:44
skott räddning saik z8,0:44:05
skottyp utifrån saik z8,0:44:08
boll iks z8,0:44:14
närkamp saik z4,0:44:18
passning strafforåde saik z8,0:44:43
boll iks z7,0:44:47
offside iks z2,0:45:00
stop,0:45:15
