event,time
avslag bro z5,0:00:00
passnig lång bro z1,0:00:46
passnig straffområde bro z2,0:00:49
närkamp bro z2,0:00:52
närkamp iks z1,0:01:00
passning lång iks z8,0:01:15
utkast bro z9,0:01:19
frislag bro z3,0:01:48
timeout ,0:01:56
passning straffområde bro z2,0:02:22
hörna bro z1,0:02:26
del,0:03:14
utkast iks ,0:03:28
40 iks,0:03:51
passning lång iks z7,0:04:00
utkast bro z7,0:04:06
brytning iks z2,0:04:26
hörna iks z9,0:04:41
iks z8 mål hörnmål,0:05:23
iks z8 skott fast,0:05:27
avslag bro ,0:05:50
närkamp iks z1,0:06:09
utkast iks z2,0:06:11
passning lång iks z7,0:06:33
passning strafofmårde iks z8,0:06:38
utkast bro z9,0:06:42
frislag bro z6,0:06:48
utvisning 10 iks,0:07:55
frislag bro z5,0:08:23
passning lång bro z2,0:08:38
brytning iks z2,0:08:40
40 iks,0:08:55
närlamp bro z3,0:09:15
skott räddning bro z2,0:09:19
skottyp utifrån bro z2,0:09:22
utkast iks ,0:09:23
passning lång iks z7,0:09:30
passning straffområde iks z8,0:09:33
närkamp bro z8,0:09:35
passning straffområde bro z2,0:09:57
utkast iks z3,0:09:59
närkamp iks z8,0:10:14
passning lång iks z7,0:10:40
offside iks z7,0:10:43
boll bro,0:10:45
närkamp iks z2,0:11:10
utkast iks z3,0:11:18
passning lång iks z8,0:11:27
utkast bro z9,0:11:31
passning lång bro z2,0:12:01
närkamp iks z2,0:12:06
boll bro,0:12:14
hörna bro z3,0:12:17
bro z2 skott täckt,0:12:45
skottyp fast bro z2,0:12:48
timeout,0:13:15
utkast iks z1,0:13:37
närkamp bro z4,0:13:45
bolltapp passförösk bro z2,0:13:52
närkamp bro z6,0:13:56
närkamp iks z5,0:14:04
frislag bro z5,0:14:07
passning lång bro z2,0:14:43
utkast iks z1,0:14:48
närkamp iks z4,0:14:56
närkamp bro z4,0:15:00
passning lång bro z1,0:15:17
utkast iks z8,0:15:27
rensning bro ,0:15:39
utkast iks z3,0:15:43
passning lång iks z8,0:15:52
utkast bro z9,0:15:58
brytning iks z2,0:16:18
skott räddning iks z8,0:16:27
skottyp dribbling iks z8,0:16:37
hörna iks z9,0:16:39
iks z8 skott utanför,0:17:01
iks z8 skottyp fast ,0:17:05
utkast bro ,0:17:08
inslag bro z1,0:17:35
hörna bro z1,0:17:49
bro z2 skott täckt,0:18:12
skottyp fast bro z2,0:18:18
utkast iks z3,0:18:23
passning lång iks z8,0:18:34
utkast bro z9,0:18:37
passning lång brp z2,0:18:46
utkast iks z3,0:18:51
passning lång iks z8,0:19:00
närkamp bro z8,0:19:09
rensnign bro ,0:19:11
inslag iks z4,0:19:14
hörna iks z7,0:19:27
boll iks ,0:20:02
utkast bro z9,0:20:12
passning lång bro z2,0:20:18
inslag bro z9,0:20:34
närkamp bro z6,0:20:52
passning lång bro z2,0:20:59
utkast iks z3,0:21:04
inslag iks z9,0:21:21
passning lång iks z8,0:21:47
utkast bro z5,0:21:56
närkamp iks z6,0:22:02
brytning bro z8,0:22:13
skott utanför bro z2,0:22:22
skottyp utifrån bro z2,0:22:25
utkast iks ,0:22:30
passning lång iks z8,0:22:40
utkast bro,0:22:42
frislag bro z4,0:22:50
passning lång bro z2,0:23:18
utkast iks z5,0:23:23
närkamp iks z5,0:23:33
oassning straffområde iks z8,0:23:44
närkamp bro z8,0:23:46
frislag bro z6,0:23:53
brytning iks z5,0:24:10
närkamp iks z7,0:24:20
närkamp iks z4,0:24:29
närkamp bro z8,0:24:34
närkamp iks z7,0:24:46
inslag iks z7,0:24:47
el,0:24:49
del,0:24:54
boll bro ,0:24:58
offside bro ,0:25:07
utkast iks z5,0:25:12
närkamp iks z5,0:25:21
närkamp bro z4,0:25:25
frislag iks z4,0:25:35
rensning bro ,0:25:51
passning straffområde iks z8,0:26:02
passning straffområde iks z8,0:26:09
frislag iks z8,0:26:20
passning straffområde iks z8,0:26:41
utkast bro z5,0:26:46
utkast iks z6,0:26:56
närkamp bro z5,0:27:06
frislag bro z5,0:27:13
del,0:27:14
timeout,0:27:17
boll bro,0:27:30
närkamp iks z6,0:27:49
inslag bro z6,0:27:56
passning lång bro ,0:28:07
utkast iks z3,0:28:12
passning lång iks z6,0:28:17
närkamp bro z6,0:28:21
skott täckt bro z2,0:28:33
skottyp fast bro z2,0:28:36
del,0:28:37
skottyp utifrån bro z2,0:28:40
boll iks,0:28:41
passning lång iks z8,0:28:46
utkast bro z9,0:28:51
närkamp iks z4,0:29:06
passnign straffområde iks z8,0:29:17
