event,time
boll iks ,0:00:00
närkamp z9 gri,0:33:36
skott täckt gri z2,0:33:50
skottyp gri z2 dribbling ,0:33:58
boll iks z2,0:34:00
frislag iks z6,0:34:29
frislag iks ,0:34:39
del,0:34:44
frislag iks z6,0:34:33
passning lång iks z8,0:34:54
friläge iks z8,0:34:59
mål spelmål iks z8,0:35:02
skottyp friställande iks z8,0:35:09
timmeout gri,0:35:30
avslag gri ,0:36:38
närkamp iks z2,0:36:47
brynting gri z5,0:36:54
frislag gri z6,0:37:04
del,0:37:07
närkamp iks z6,0:37:09
närkamp iks z2,0:37:41
passning straffområde iks z8,0:37:53
närkamp iks z8,0:37:56
skott täckt iks z8,0:37:58
skottyp utifrån iks z8,0:38:03
utkast gri z8,0:38:12
passning lång gri z2,0:38:49
utkast iks z3,0:38:52
frislag iks z5,0:39:07
passnign straffområde iks z8,0:39:26
skott täckt iks z8,0:39:30
skottyp inlägg iks z8,0:39:34
boll iks ,0:39:36
brynitng gri z8,0:39:49
hörna gri z3,0:40:03
gri z2 skott täckt,0:40:38
skottyp fast gri z8,0:40:41
utkast iks z3,0:40:45
hörna iks z9,0:41:05
iks z8 skott täckt,0:41:36
skottyp fast iks z8,0:41:38
närkamp iks z7,0:41:42
passnign strafformdåe iks z8,0:41:45
boll iks z7,0:41:50
rensning gri,0:41:54
närkamp iks z6,0:42:03
skott räddning iks z8,0:42:07
skottyp centralt iiks z8,0:42:11
skott utaflr iks z8,0:42:25
skottyp retur iks z8,0:42:35
iks passnign strafformdåe iks z8,0:42:44
skott utanflr iks z8,0:42:48
skottyp inlögg iks z8,0:42:54
utkast gri ,0:42:59
skott räddnign gri z2,0:43:05
skottyp utifrån gri z2,0:43:10
utkast iks ,0:43:13
utvisning gri 10 z7,0:43:24
frislag iks ,0:43:36
närkamp iks z9,0:43:47
inlägg iks z9,0:44:15
del,0:44:18
inslag iks z9,0:44:24
40 iks,0:44:30
närakp iks z7,0:44:48
mål iks spelmål z8,0:45:00
skottyp iks z8 utifrån ,0:45:04
avslag gri ,0:45:23
rensning iks z2,0:45:37
utkast iks z3,0:45:49
boll gri ,0:45:56
utvisning 10 iks ,0:46:04
frislag gri z5,0:46:38
passning lång gri z2,0:46:46
närkamp iks z2,0:46:50
inslag gri z1,0:46:52
passnign straffområde gri z2,0:46:55
närkamp iks z2,0:46:57
rensning iks ,0:47:09
utkast gri ,0:47:23
bryntinig iks z4,0:47:28
närkamp iks z5,0:47:36
frislag iks z5,0:47:38
skott utanflr iks z8,0:47:57
skottyp utifrån iks z8,0:48:03
timeout ,0:48:07
utkast gri ,0:48:38
närkamp iks z2,0:48:53
närkamp gri z3,0:48:56
närkamp iks z3,0:48:58
rensning iks ,0:49:02
passnign lång gri ,0:49:08
stop,0:49:11
