event,time
avslag sirius z5,0:00:00
närkamp vänersborg z6,0:00:18
mål vänersborg lång z2,0:00:32
skottyp utifrån z2 vänersborg ,0:00:41
avslag sirius z5,0:00:56
frislag sirius z5,0:01:15
boll sirius ,0:01:28
närkamp vänersborg z5,0:01:40
brytning sirius z5,0:01:45
skott täckt sirius z8,0:01:54
skottyp utifrån sirius z8,0:01:58
boll vänersborg z8,0:02:03
passning straffområde vänersborg z2,0:02:26
närkamp sirius z3,0:02:31
inslag siirus z3,0:02:36
frislag sirius z9,0:03:11
inkast vänersborg z8,0:03:33
närkamp sirius z9,0:03:40
brytning vänersborg z7,0:04:05
närkamp vänersborg z4,0:05:16
närkamp sirius z4,0:05:29
frislag sirius z4,0:05:33
frislag sirius z9,0:05:45
närkamp vänersborg z5,0:06:00
frislag vänersborg z4,0:06:04
närkammp vänersborg z3,0:07:14
skott räddning vänersbog z2 ,0:07:31
skottyp utifrån vänersborg z2,0:07:39
utkast sirius z2,0:07:43
närkamp vänersborg z5,0:07:57
frislag vänersborg z1,0:08:23
frislag vänersborg z3,0:08:46
vänersborg närkamp z8,0:09:26
skott utanför vänersborg z2 ,0:09:41
skottyp utifrån vänersborg z2,0:09:49
boll sirius ,0:09:54
närkamp vänersborg z5,0:10:00
frislag vänersborg z1,0:10:04
hörna vänersborg z3,0:10:31
skott vänersborg z2 räddning ,0:11:01
skottyp fast vänersborg z2,0:11:06
utkast sirius z3,0:11:08
närkamp sirius z5,0:11:22
utkast vänersborg ,0:12:02
brytning sirius z5,0:12:05
ytjast vöenrsboirg ,0:12:41
brytning sirius z6,0:12:46
brytning vänersborg z8,0:12:56
närkamp vvänersborg z5,0:13:01
närkamp sirius z5,0:13:42
offside sirius z8,0:13:55
boll vänersborg z8,0:14:02
mål vänersborg z2 straffområde,0:14:51
skottyp friställande vänersborg z2,0:15:02
timeout sirius ,0:15:14
avslag sirius z5,0:16:49
närkamp vänersborg z5,0:17:06
närkamp sirius z4,0:17:09
närkamp vänersborg z5,0:17:47
närkamp sirius z4,0:18:29
närkamp vänersborg z6,0:18:41
brytning sirius z9,0:18:50
brytning vänersborg z9,0:19:03
närkamp sirius z9,0:19:07
närkamp sirius z7,0:19:48
närkamp vänersborg z8,0:20:09
närkamp vänersborg z5,0:20:29
mål vänersborg z2,0:20:37
