event,time
avslag ed z8,0:00:00
slptt täckt ed z2,0:00:10
skottyp utifrån ed z2,0:00:14
passning lång ed z2,0:00:57
närkamp iks z2 ,0:01:02
passning lång iks z8,0:01:23
närkamp ed z8,0:01:26
passning straffområde ed z2,0:01:37
utkast iks z3,0:01:43
utkast ed z7,0:01:58
närkamp iks z2,0:02:49
skott rädding iks z8,0:02:58
skottyp utifrån iks z8,0:03:01
hörna iks z7,0:03:03
iks z8 skott täckt,0:03:34
skottyp fast iks z8,0:03:38
utkast ed,0:03:50
närkamp iks z2,0:03:57
närkamp ed z8,0:04:05
skott röddning ed z2,0:04:15
skottyp dribbling ed z2,0:04:19
boll iks ,0:04:21
40 iks,0:04:32
40 iks,0:04:45
40 iks,0:04:53
passning lång iks z8,0:05:01
utkast ed z7,0:05:05
bolltapp tappad ed z2,0:05:27
utkast iks z2,0:05:33
passnign straffområde iks z8,0:05:56
närkamp ed z8,0:05:59
passnign straffområde ed z2,0:06:23
inslag iks z3,0:06:27
49 iks,0:06:35
passning straffområde iks z8,0:06:43
hörna iks z9,0:06:46
iks z8 skott räddning ,0:07:19
skottyp fast iks z8,0:07:22
skott töckt iks z8,0:07:26
skottyp retur iks z8,0:07:29
boll ed ,0:07:31
brytning iks z6,0:07:37
pasning lång iks z7,0:07:45
n,0:07:50
rkamp ed z7,0:07:52
utkast ed ,0:07:57
närkamp iks z2,0:08:27
utkast iks z3,0:08:32
40 iks,0:08:59
närkamp ed z5,0:09:10
närkamp iks z3,0:09:17
närkamp ed z6,0:09:24
inslag ed z6,0:09:26
närkamp iks z6,0:10:28
passning straffområde iks z8,0:10:41
boll iks z7,0:10:44
bolltapp passförsök iks z1,0:11:09
inslag ed z1,0:11:11
närkamp iks z1,0:11:32
inslag iks z1,0:11:41
bolltapp tappad iks z6,0:11:54
del,0:11:55
bolltapp tappad iks z4,0:11:57
nrkamp iks z2,0:12:01
närkamp ed z9,0:12:19
utkast ed z7,0:12:22
passning lång ed z2,0:12:52
boll iks z2,0:12:55
frislag iks z6,0:13:05
brynting ed z9,0:13:41
närkamp iks z9,0:13:43
passning straffområde iks z8,0:13:47
boll ed z8,0:13:50
närkamp iks z1,0:13:57
närkamp ed z8,0:14:13
passmig straffområde ed z2,0:14:39
skott ed z2,0:14:43
skottypcentralt ed z2,0:14:51
passning straffomrpde ed z2,0:14:55
skott täckt ed z2,0:15:00
skottyp inlägg ed z2,0:15:04
rensning iks ,0:15:11
utkast iks z1,0:16:22
passnign straffområde iks z8,0:16:49
utkast ed z7,0:16:52
närkamp iks z5,0:17:35
närkamp ed z5,0:17:38
passning straffområde ed z2,0:18:12
inslag iks z1,0:18:14
närkamp iks z6,0:18:21
frislag iks z6,0:18:23
40 iks,0:18:45
utvisning 10 ed,0:19:10
frislag iks z7,0:19:41
inslag iks z9,0:20:12
40 iks,0:20:52
passning straffområde iks z8,0:21:25
närkamp ed z8,0:21:28
skott räddning ed z2,0:21:50
skottyp dribbling ed z2,0:21:53
boll iks ,0:21:56
utkast iks z3,0:22:04
hörna iks z9,0:22:20
iks z8 skott täckt,0:22:56
skottyp fast iks z8,0:22:59
utkast ed z7,0:23:02
passning lång ed z2,0:23:35
brytning iks z2,0:23:40
passning staffområde iks z8,0:23:54
nrkamp ed z8,0:23:58
skott utanför ed z2,0:24:20
skottyp dribbling ed z2,0:24:25
utkast iks z3,0:24:27
40 iks,0:25:01
närkamp iks z5,0:25:26
närkamp ed z8,0:26:07
närkamp iks z6,0:26:17
40 iks,0:26:20
40 iks,0:26:29
närkamp iks z5,0:26:45
40 iks,0:26:47
skott räddning iks z8,0:27:18
skottyp centralt iks z8,0:27:22
hörna iks z9,0:27:23
iks z8 skott täckt,0:27:48
skottyp fast iks z8,0:27:50
skott utanflr iks z8,0:27:56
skottyp retur iks z8,0:27:58
utkast ed ,0:28:03
närkamp iks z4,0:28:14
närkamp ed z7,0:28:54
närkamp iks z4,0:29:03
passning farlig iks z8,0:29:15
närkamp ed z8,0:29:18
utkast ed ,0:29:21
n,0:29:25
del,0:29:28
närkamp iks z2,0:29:30
passning farlig iks z8,0:29:37
utkast ed ,0:29:39
hörna ed z1,0:30:47
ed z2 skott täckt,0:31:13
skottyp fast ed z2,0:31:18
skott täckt ed z2,0:31:22
skottyp retur ed z2,0:31:25
utkast iks ,0:31:28
skott räddning iks z8,0:31:47
skottyp dribblign iks z8,0:31:51
närkamp ed z8,0:31:55
skott täckt ed z2,0:32:27
skottyp utifrån ed z2,0:32:30
boll iks ,0:32:33
skott utanför iks z8,0:32:41
skottyp centralt iks z8,0:32:52
utkkast ed ,0:32:54
skott räddning ed z2,0:33:32
skottyp utifrån ed z2,0:33:35
mål spelmål ed z2,0:33:38
skottyp retur ed z2,0:33:41
avslag iks,0:34:08
40 iks,0:34:35
skott täckt iks z8,0:34:51
skottyp utifrån iks z8,0:34:54
boll iks ,0:34:57
40 iks,0:34:58
passning straffområde iks z8,0:35:53
närkamp ed z8,0:35:55
frislag ed z6,0:36:02
utkast iks z3,0:37:16
40 iks,0:37:30
närkamp iks z7,0:37:55
40 iks,0:38:00
40 iks,0:38:27
passning iks z8 lång ,0:38:45
frislag iks z7,0:38:47
skott utanför iks z8,0:38:59
skottyp utifrån iks z8,0:39:02
utkast ed ,0:39:07
närkamp iks z6,0:39:10
närkamp ed z9,0:39:16
närkamp iks z5,0:39:28
bolltapp passförösk iks z5,0:39:38
skott räddning ed z2,0:39:59
skottyp utifrån ed z2,0:40:03
boll iks ,0:40:06
40 iks,0:40:49
frislag iks z9,0:41:33
brytning ed z5,0:41:49
närkamp iks z5,0:41:53
passning lång iks z8,0:42:06
närkamp ed z8,0:42:09
passning lång ed z3,0:42:35
boll iks z3,0:42:37
40 iks,0:43:01
40 iks,0:43:08
brytning ed z9,0:43:53
utkast iks ,0:44:15
närkamp ed z9,0:45:00
stop,0:45:01
