event,time
avslag vtl z2,0:00:00
passning lång tl z8,0:00:52
skott täckt z8 vtl,0:00:59
vtl skottyp utifrån z8,0:01:06
hörna vtl z7,0:01:09
vtl z8 skott täclt,0:01:25
skottyp fast vtl z8,0:01:28
frislag iks z9,0:01:38
boll vtl,0:02:40
inslag vtl z3,0:02:47
närkamp iks z9,0:02:59
skott räddning iks z2,0:03:10
skottyp utifrån iks z2,0:03:14
hörna iks z3,0:03:16
utkast iks ,0:04:21
boll vtl ,0:04:50
skott räddning vlt z8,0:05:12
skottyp dribbling vtl z8,0:05:17
utkast iks ,0:05:21
40 iks,0:05:36
närkamp vtl z3,0:06:07
inslag vtl z3,0:06:28
brynting iks z5,0:06:44
brytning vtl z5,0:06:49
skott täckt vtl z8,0:06:56
skottyp utifrån vtl,0:07:03
inslag vtl z7,0:07:09
utkast iks,0:07:11
närkamp vtl z4,0:07:18
skott utanför vtl z8,0:07:28
skottyp utifrån vtl z8,0:07:32
utkast iks ,0:07:35
40 iks,0:08:07
40 iks,0:08:17
mål iks spel z2,0:08:36
skottyp iks z2 utifrån ,0:08:45
avslag vtl ,0:08:59
frislag vtl z6,0:09:17
skott räddning vtl z8,0:09:44
skottyp utifrånn vtl z8,0:09:49
hörna vtl z7,0:09:53
vtl z8 skott täcckt,0:10:14
skottyp fast z8 vtl,0:10:20
mål hörna vtl z8,0:10:25
skottyp retur vtl z8,0:10:30
avslag iks ,0:10:48
utkast vtl ,0:11:00
skott räddning vtl z8,0:11:41
skottyp centralt vtl z8,0:11:46
mål spel vtl z8,0:11:55
skottyp retur vtl z8,0:11:59
timeout iks,0:12:20
avslag iks ,0:13:18
passning straffområde iks z2,0:13:39
inslag iks z3,0:13:44
passning straffområde iks z2,0:13:58
skott utanför iks z2,0:14:02
skottyp utifrån iks z2,0:14:07
uktast vtl ,0:14:09
närkamp iks z8,0:14:14
inslag iks z3,0:14:30
närkamp vtl z3,0:14:37
passning lång iks z2,0:15:00
offside iks ,0:15:04
boll vtl ,0:15:06
utvisning 10 iks ,0:15:13
frislag vtl z5,0:15:44
närkamp iks z6,0:16:05
närkamp vtl z3,0:16:11
