event,time
avslag villa ,0:00:00
passnign straffmoråde z2 villa,0:00:17
mål spelmål villa z2,0:00:23
skottyp inlägg villa z2,0:00:27
avslag iks ,0:00:45
närkamp villa z6,0:01:18
frislag villa z2,0:01:27
närkamp iks z2,0:02:20
närkamp villa z3,0:02:29
skott räddning villa z2,0:02:52
skottyp utifrån villa z2,0:02:55
utkast iks z3,0:02:57
närkamp villa z6,0:03:07
passning lång villa ,0:03:17
skott räddning villa z2,0:03:22
skottyp centralt villa z2,0:03:28
hörna villa z1,0:03:30
villa z2 skott utanflr,0:03:54
skottyp fast villa z2,0:03:59
utkast iks ,0:04:04
brytning villa z5,0:04:07
närkamp isk z5,0:04:14
närkamp villa z9,0:04:30
skott räddning villa z2,0:04:42
skottyp centrlat villa z2,0:04:45
boll iks ,0:04:51
skott täckt iks z8,0:05:05
skottyp utifrån iks z8,0:05:11
inslag iks z9,0:05:14
40 iks z2,0:05:31
närkamp villa z5,0:05:42
skott utanför villa z2,0:05:51
skottyp dribbling villa z2,0:06:01
hörna villa z3,0:06:04
villa z2 skott utanför ,0:06:21
skottyp fast villa z2,0:06:25
utkast iks z3,0:06:28
närkamp villa z8,0:06:44
närkamp iks z9,0:06:58
40 iks z2,0:07:07
brytning villa z8,0:07:26
inslag villa z7,0:07:36
offside villa ,0:08:34
närkamp villa z8,0:09:08
passning lång villa ,0:09:16
skott räddning villa z2,0:09:22
skottyp utifrån villa z2,0:09:25
boll iks ,0:09:28
mål spelmål iks z8,0:09:37
skottyp utifrån iks z8,0:09:41
avslag villa ,0:10:09
skott räddning villa z2,0:10:48
skottyp centralt villa z2,0:10:53
rensning iks ,0:10:56
skott utanför villa z2,0:11:36
skottyp utifrån villa z2,0:11:39
skott utanför villa z2,0:11:47
skottyp centralt villa z2,0:11:52
utkast iks ,0:11:53
40 iks ,0:12:12
offside iks ,0:12:20
närkamp iks z6,0:12:51
närkamp villa z8,0:12:59
skott räddning villa z2,0:13:20
skottyp dribbling villa z2,0:13:28
utkast iks z3,0:13:31
passning straffområde iks z8,0:14:07
40 iks ,0:14:10
närkamp villa z5,0:14:23
skott räddnign villa z2,0:14:44
skottyp dribbling villa z2,0:14:49
timeout ,0:14:50
utkast iks ,0:15:39
boll villa ,0:15:47
närkamp iks z3,0:16:04
närkamp villa z6,0:16:30
passning straffområde villa z2,0:16:42
hörna villa z1,0:16:44
villa z2 skott räddning ,0:17:16
villa z2 skottyp fast ,0:17:20
utkast iks z1,0:17:23
närkamp villa z5,0:17:56
skott räddnign villa z2,0:18:18
skottyp utifrån villa z2,0:18:21
utkast iks ,0:18:24
närkamp villa z9,0:18:32
skott utanför villa z2,0:18:40
skottyp utifrån villa z2,0:18:46
utkast iks z2,0:18:53
40 iks z2,0:19:13
40 iks z2,0:19:22
skott räddning iks z8,0:19:33
skottyp utifrån iks z8,0:19:39
utkast villa,0:19:40
närkamp iks z5,0:19:42
frislag iks z8,0:19:51
skott räddning iks z8,0:20:14
skottyp utifrån iks z8,0:20:17
utkast villa ,0:20:19
skott utanför villa z2,0:21:08
skottyp utifrån villa z2,0:21:11
utkast iks z1,0:21:13
brytning villa z8,0:21:27
närkamp iks z5,0:21:37
frislag iks z8,0:21:47
40 iks z4,0:22:19
