event,time
avslag vet z2,0:00:00
närkamp iks z6,0:00:40
40 iks z,0:00:43
passning straffomårde iks z2,0:01:29
noll vet ,0:01:31
hörna vet z9,0:01:43
utkast iks ,0:02:15
närkamp vet z2,0:02:34
nörkamp iks z9,0:03:01
frislag iks z6,0:03:11
passning straffområde iks z2,0:03:31
mål spelmål iks z2,0:03:37
skottyp inlägg iks z2,0:03:46
avslag vet ,0:04:03
passning straffområde vet z8,0:05:24
utkast iks ,0:05:45
kontring iks ,0:05:51
mål spelmål iks z2,0:05:56
skottyp utifrån iks z2,0:06:20
timeout vet ,0:06:24
avslag vet,0:07:32
skott utanför vet z8,0:07:57
skottyp utifrån vet ,0:07:59
utkast iks ,0:08:00
passning straffområde iks z2,0:08:41
skott utanför iks z2,0:08:44
ksottyp inlägg iks z2,0:08:50
boll vet,0:08:54
frislag vet z3,0:09:11
nörkamp iks z4,0:09:43
skott utanför vet z8,0:09:59
skottyp utifrån vet z8,0:10:02
utkast iks ,0:10:03
brytnign vet z1,0:10:15
närkamp iks z8,0:10:31
passing lång iks z3,0:10:43
utkast vet z1,0:10:50
närkamp iks z9,0:11:07
närkamp z1 vet,0:11:29
närkamp iks z5,0:12:04
hörna iks z1,0:12:10
iks z2 skott r,0:12:45
skottyp fast iks z2,0:12:52
utkast vet ,0:13:04
n,0:13:06
del,0:13:08
närkamp vet z7,0:13:16
inslag vet z7,0:13:20
passnign straffområde vet z8,0:13:24
utkast iks z9,0:13:29
nrkamp vet z5,0:13:49
närkamp iks z7,0:14:02
utkast iks z9,0:14:06
frislag iks z2,0:14:31
brytning vet z5,0:15:03
närkamp iks z5,0:15:04
skott räddning iks z2,0:15:10
skottyp utifrån iks z2,0:15:21
hörna iks z3,0:15:23
boll vet z1,0:15:49
närkamp iks z1,0:15:53
brytning vet z2,0:15:56
kontring vet ,0:15:58
närkamp iks z7,0:16:06
oassning straffområde iks z2,0:16:26
bryting vet z2,0:16:30
kontring vet,0:16:33
skott röddning vet z8,0:16:45
skottyp drubblign vet z8,0:16:48
uktast iks ,0:16:50
utkast vet ,0:16:53
boll iks z7,0:17:27
bolltapp passföröik iks z1,0:18:17
assning straffområde vet z8,0:18:37
boll vet,0:18:39
närkamp ikg z5,0:18:59
närkamp iks z4,0:19:52
hörna iks z3,0:19:59
iks z2 mål hörnmål,0:20:31
iks z2 skottyp fast,0:20:37
avslag vet,0:20:57
närkamp iks z6,0:21:17
bryting vvvet z5,0:21:24
närkap vet z6,0:21:35
skott utanför vet z8,0:21:53
skottyp vet z8 utifrån ,0:22:01
utkast iks ,0:22:03
hörna iks z3,0:22:23
iks z2 skott utanför,0:22:55
del,0:22:58
iks z2 mål hörnmål,0:23:29
iks z2 skottyp fast,0:23:32
avslag vet ,0:23:54
passning straffområde z8 vet,0:24:29
offside vet ,0:24:32
boll iks ,0:24:35
40 iks ,0:25:00
40 iks ,0:26:01
skott täckt iks z2,0:26:24
skottyp centralt iks z2,0:26:27
hörna iks z3,0:26:29
iks z2 skott räddning ,0:26:58
skottyp fast iks z2,0:27:01
mål hörnmål iks z2,0:27:07
skottyp retur iks z2,0:27:10
avslag vet ,0:27:24
brytning iks z8,0:28:04
frislag iks z5,0:28:16
passing lång iks z3,0:28:45
utkast vet,0:28:47
närkamp iks z9,0:29:05
närkamp vet z9,0:29:08
skott räddning vet z8,0:29:12
skottyp utifrån vet z8,0:29:14
utkast iks z7,0:29:18
närkamp vet z6,0:29:34
närkamp iks z9,0:29:53
närkamp vet z6,0:30:03
skott räddnign vet z8,0:30:21
skottyp dribbling vet z8,0:30:24
närkamp iks z7,0:30:27
skott täckt iks z2,0:30:39
skottyp utifrån iks z2,0:30:42
boll vet z2,0:30:45
närkamp vet z4,0:30:51
frislag vet z4,0:30:53
skott täckt vet z7,0:31:47
skottyp utifrån vet z7,0:31:50
rensning iks ,0:31:57
inslag vet z7,0:32:00
utkast iks ,0:32:07
utkast vet z1,0:32:20
bryting iks z5,0:32:29
friläge iks z2,0:32:42
skott utanför iks z2,0:32:44
skottyp friställande iks z2,0:32:51
utkast vet,0:32:52
närkamp iks z5,0:33:32
brytning vet z1,0:33:41
närkamp iks z1,0:33:43
passnign strafffmoårde iks z2,0:33:48
närkamp iks z1,0:33:51
frislag iks z1,0:33:57
skott utanför iks z2,0:34:04
skottyp utifrån iks z2,0:34:07
utkast vet,0:34:08
närkamp vet z6,0:34:20
skott räddning vet z8,0:34:27
skottyp centralt vet z8,0:34:33
utkast iks ,0:34:35
passnign straffomrdeå iks z2,0:34:42
skott utanför iks z2,0:34:45
skottyp inlägg iks z2,0:34:49
utkast vet z3,0:34:53
närkamp iks z4,0:35:07
skott räddning iks z2,0:35:16
skottyp centralt iks z2,0:35:19
hörna iks z1,0:35:21
iks z2 skott räddning ,0:35:52
skottyp fast iks z2,0:35:55
utkast vet,0:35:57
passning lång vet z8,0:36:17
nboll iks ,0:36:20
brytning vet z2,0:36:29
frislag vet z1,0:36:40
närkamp vet z9,0:37:10
frislag vet z9,0:37:14
skott rädding vet z8,0:37:36
skottyp utifrån vet z8,0:37:40
skott räddning vet z8,0:37:43
skottyp retur vet z8,0:37:45
uktast iks z9,0:37:48
skott utanför iks z2,0:38:16
skottyp utifrån iks z2,0:38:19
utkast et z3,0:38:20
utkast iks z7,0:38:57
frislag iks z1,0:39:29
bryting vet z4,0:40:15
närkamp iks z8,0:40:29
utkast iks ,0:40:33
närkamp vet z6,0:40:44
passning lång vet z8,0:40:53
rensning iks z8,0:40:56
frislag vet z8,0:41:40
oassnign straffområde vet z8,0:42:00
nörkamp iks z9,0:42:09
frislag iks z9,0:42:21
40 iks ,0:42:34
skott utanför iks z2,0:42:47
skottyp centralt iks z2,0:42:51
utkast vet z6,0:42:54
utvisning 10 iks ,0:43:16
frislag iks z4,0:44:16
40 iks ,0:44:37
passning lång iks ,0:44:42
utkast vet ,0:44:45
närkamp oks z2,0:45:21
passning straffområde iks z2,0:46:08
rensning et ,0:46:09
inslag iks z4,0:46:14
40 iks,0:46:20
utkast vet ,0:47:09
närkamp iks z8,0:47:26
kontring iks ,0:47:29
närkamp vet z2,0:47:37
stop,0:48:00
