event,time
avslag villa ,0:00:00
frislag villa z6,0:00:14
närkamp iks z2,0:00:28
40 iks z2,0:00:35
närkamo villa z2,0:00:46
skott utanför villa z2,0:00:51
skottyp centrlat villa z2,0:00:57
utkast iks z2,0:00:59
brytning villa z6,0:01:11
bolltapp tappad villa z3,0:01:36
utkast iks z3,0:01:40
passning lång iks z8,0:01:53
utkast villa ,0:02:04
närkamp iks z2,0:02:15
närkamp villa z1,0:02:18
frislag villa z2,0:02:42
hörna villa z1,0:03:15
skott täckt villa z2,0:03:49
skottyp fast villa z2,0:03:51
närkamp villa z6,0:04:55
hörna villa z3,0:05:09
villa z2 skott täckt,0:05:40
villa z2 skottyp fast ,0:05:43
rensning iks ,0:05:45
hörna villa z1,0:05:50
voll iks z2,0:06:31
del,0:06:34
boll iks z2,0:06:36
passning lång iks z8,0:06:46
utkast villa z6,0:06:51
brytning iks z5,0:07:03
utkast villa z7,0:07:15
passning straffområde villa z2,0:07:45
brytning iks z2,0:07:47
närkamp villa z6,0:07:51
skott täckt villa z2,0:08:16
skottyp utifrån villa z2,0:08:19
hörna villa z1,0:08:24
skott täckt villa z2,0:08:48
skottyp fast villa z2,0:08:51
utkast iks ,0:09:02
passning lång iks z8,0:09:06
närkamp iks z8,0:09:09
skott tävkt iks z8,0:09:14
skottyp utifrån iks z8,0:09:19
boll villa z8,0:09:17
frislag villa z5,0:09:28
voll iks,0:10:24
närkamp villa z5,0:10:34
skott räddning villa z2,0:10:40
skottyp centlrat villa z2,0:10:44
närkamp villa z4,0:10:49
hörna villa z1,0:10:59
villa z2 mål hörnmål,0:11:32
villa z2 skottyp fast,0:11:36
avslag iks ,0:11:59
närkamp villa z9,0:12:21
skott täckt vills z2,0:13:56
skottyp utifrån villa z2,0:14:02
brytnign iks z2,0:14:14
del,0:14:17
närkamp iks z3,0:14:30
skott täckt iks z8,0:14:41
skottyp utifrån iks z8,0:14:46
boll villa,0:14:48
frislag villa z5,0:15:16
passing lång villa z2,0:15:36
offside villa ,0:15:42
boll iks ,0:15:44
passnign straffområde iks z8,0:15:53
boll villa z9,0:15:56
del,0:15:59
inslag ivlla z9,0:16:03
närkamp iks z4,0:16:13
passning straffområde iks z8,0:16:36
rensning villa ,0:16:39
brytnign villa z8,0:16:58
utkast iks z1,0:17:36
passning straffområde iks z8,0:17:56
40 iks ,0:18:00
hörna iks z9,0:18:18
täckt skott iks z2,0:18:49
skottyp fast iks z2,0:18:55
boll villa ,0:18:58
närkamp villa z3,0:19:07
passning straffområde vila z2,0:19:11
utkast iks ,0:19:14
hörna iks z9,0:19:33
iks skott z2 täckt,0:20:06
skottyp fast iks z8,0:20:08
40 iks ,0:20:13
närkamp iks z6,0:20:35
närkamp villa z2,0:20:41
skott räddning villa z2,0:20:45
skottyp friställande villa z2,0:20:49
skott täckt villa z2,0:20:54
skottyp retur villa z2,0:20:59
boll villa ,0:21:00
skott räddning villa z2,0:21:27
skottyp utifrån villa z2,0:21:32
hörna villa z3,0:21:34
villa z2 skott räddning,0:21:59
villa z2 skottyp fast ,0:22:03
utkast iks z3,0:22:08
bolltapp passförsök iks z6,0:22:39
brytnign iks z3,0:23:08
närkamp villa z8,0:23:30
skott räddning villa z2,0:23:37
skottyp dribbling villa z2,0:23:41
boll iks ,0:23:43
