event,time
avslag sirius z5,0:00:00
40 sirius z2,0:00:10
40 sirius z2,0:00:45
frislag sirius z9,0:00:59
40 sirius z2,0:01:40
utkast frillesås z9,0:02:02
utkast sirius z3,0:02:23
40 sirius z2,0:02:38
40 sirius z2,0:02:54
skott utanflr sirius z8 ,0:03:11
skottyp centralt sirius z8,0:03:16
hörna sirius z9,0:03:20
sirius z8 skott täckt,0:03:50
skottyp sirius fast z8,0:03:54
insalg frillesås z7,0:04:13
bolltapp passförsök frillesås z6,0:04:24
närkamp sirius z7,0:04:43
hörna sirius z7,0:04:46
sirius z8 skott utanför,0:05:08
skottyp fast sirius z8,0:05:13
utkast frillesås ,0:05:15
närkamp sirius z1,0:06:16
närkamp frillesås z4,0:06:23
passning straffområde frillesås z2,0:06:29
rensniing sirius ,0:06:38
närkamp frillesås z6,0:06:59
frislag frillesås z3,0:07:22
passning straffområde frillesås z2,0:07:45
utkast sriius z1,0:07:50
brytning frillesås z8,0:08:14
passning straffområde frillesås z2,0:08:55
rensning siirus ,0:09:01
inslag frillesås z6,0:09:06
insalg frillesås z4,0:09:29
närkamp sirius z2,0:09:42
frillesås boll z4,0:09:47
frislag frillesås z5,0:09:59
skott räddning frillesås z2,0:10:54
skottyp dribbling frillesås z2,0:11:00
hörna z1 frillesås ,0:11:04
frillesås z2 tävck skott,0:11:40
skottyp fast frillesås z2,0:11:43
skott räddning frillesås z2,0:11:50
skottyp retur frillesps z2,0:11:53
utkast sirius,0:11:56
passning straffområde sirius z8,0:12:22
skott räddnign sirius z8,0:12:26
skottyp inlägg sirius z8,0:12:30
boll frillesås ,0:12:34
utkast sirius z2,0:12:41
närkamp frillesås z8,0:13:16
bolltapp tappad frillesås z4,0:13:27
mål sirius z8,0:13:40
skottyp sirius z8 dribbling ,0:13:50
avslag frillesås z5,0:14:15
närkamp sirius z4,0:14:50
40 sirius ,0:15:19
40 sirius z2,0:15:35
40 sirius z2,0:15:46
40 sirius z2,0:16:02
närkamp frillesås z6,0:16:11
del,0:16:13
närkamp frillesås z5,0:16:16
närkamp frillesås z1,0:16:31
passning straffområde frillesås z2,0:16:35
rensning sirius ,0:16:39
passning lång frillesås z1,0:17:01
utkast sirius z1,0:17:07
40 sirius ,0:17:22
40 sirius ,0:17:30
40 sirius ,0:17:53
bolltapp passförsök sirius z2,0:17:59
hörna frillesås z1,0:18:04
frillesås z2 skott utanför,0:18:29
skottyp fast frillesås z2,0:18:34
utkast isirus z3,0:18:37
passning lång sirius z8,0:18:45
skott räddning sirius z8 ,0:18:52
skottyp utifrån sirius z8,0:18:55
brytning sirius z8,0:19:01
skott täckt sirius z8,0:19:10
skkottyp sirius utifrån z8,0:19:16
hörna sirius z7,0:19:18
sirius z8 skott utanför,0:19:27
skottyp sirius z8 fast,0:19:31
utkast frillesås z7,0:19:35
passning lång frillesås z3,0:19:52
utkast sirius z3,0:19:54
hörna sirius z9,0:20:18
sirius z8 skott täckt,0:20:49
skottyp fast sirius z8,0:20:53
närkamp sirius z6,0:20:57
närkamp frillesås z6,0:21:06
närkkamp sriius z2,0:21:15
utkast sirius z1,0:21:17
passnign straffområde sirius z8,0:21:38
boll frillesås ,0:21:43
passning frillesås straffområde z2,0:21:53
inslag sirius z1,0:21:55
närkamp sirisu z5,0:22:17
bolltapp passförösk sirius z9,0:22:26
utkast frillesås ,0:22:28
passnign straffområde frillesås z2,0:23:08
närkamp sirisu z2,0:23:11
närkam psriisu z5,0:23:23
40 sirius z2,0:23:33
bolltapp passförösk sirius z5,0:23:56
