event,time
avslag hammarby,0:00:00
passing lång hammarby z2,0:00:29
utkast sirius z,0:00:32
närjamp hammarby z1,0:01:51
närkamp sirius z1,0:01:54
närkamp hammarby z4,0:01:59
passing straffområde hammarby,0:02:36
mål hammarby z2 straffområde,0:02:45
skottyp friställande hammarby z2,0:02:57
avslag sirius z,0:03:15
närkamp hammarby z5,0:03:52
närkamp sirius z5,0:03:55
skott täckt sirius z8,0:04:10
skottyp utifrån sirius z8,0:04:15
hörna sirius z9,0:04:18
sirius z8 skott täcjt ,0:04:36
skottyp sirius z8 fast,0:04:42
boll sirius ,0:04:44
närkamp hammarby z7,0:05:05
närkamp sirius z4,0:05:18
inslag sriius z4,0:05:20
offside sirius z8,0:05:49
boll hammarby z9,0:05:58
närkamp sirisu z6,0:07:18
närkamp hammarby z6,0:07:27
offside hammarby z2,0:07:37
boll sirius ,0:07:42
närkamp hammarby z6,0:08:29
skott utanför hammarby z2,0:08:43
skottyp hammarby utifrån z2,0:08:48
utkast sirius ,0:08:50
oassning straffområde srius z8,0:08:59
närjamp hammarby z8,0:09:03
passning lång hammarby z2,0:09:11
utkast sirius z1,0:09:13
passning straffomrpde sirius z8,0:09:38
inslag sirius z9,0:09:45
skott utanför sirius z8,0:10:18
skottyp centralt sriius z8,0:10:24
utkast hammarby,0:10:26
skott räddning hammarby z2,0:11:00
skottyp utifrån hammarby z2,0:11:04
utkast siirus ,0:11:06
brytning hammarby z5,0:11:11
passing straffområde hammarby z2,0:11:41
skott utanför hammarby z2,0:11:46
skottyp utifrån hammarby z2,0:11:51
utkast siirus ,0:11:53
närkamp sirisu z5,0:12:09
närkamp hammarby z4,0:12:19
bolltapp hammarby z2,0:12:26
rensning sirius ,0:12:29
passning lång hammarby z2,0:12:54
skott täckt hammarby z2,0:13:00
skottyp friställande hammarby z2,0:13:06
boll sirius ,0:13:09
utkast hammarby z7,0:13:18
brytning sirius z4,0:13:30
passning straffområde sirius z8,0:13:50
närkamp hammarby z8,0:13:57
frislag hammarby z4,0:14:07
skott utanför hammarby z5,0:14:29
skkottyp utifrån hammarby z5,0:14:33
utkast sirius ,0:14:37
brytning hammarby z9,0:15:01
frislag hammarby z6,0:15:11
brytning sirius z1,0:15:40
närkamp sirius z5,0:15:55
passning straffområde siirus z8,0:16:01
närkamp hammarby z8,0:16:05
passning straffområde hamary z2,0:16:38
brytning sirius z2,0:16:40
skott utanför sirius z7,0:16:46
skottyp utifrån sirius z7,0:16:53
utkast hammarby,0:16:55
passning lång hammarby z2,0:17:29
utkast sirius z1,0:17:36
närkam hammarby z6,0:18:39
passning straffområde hammarby z2,0:18:55
mål straffområde hammarby z2,0:19:01
skottyp inlägg hammarby z2,0:19:07
avslag sirius z2,0:19:26
frislag sirius z9,0:19:50
brytning hammarby z8,0:20:36
passnig straffområde hammarby,0:20:50
skott utanför hammarby z2,0:20:54
skottyp inlägg hammarby z2,0:20:59
utkast siirus,0:21:07
passning lång sirius z8,0:22:10
närkamp siriuss z8,0:22:14
hörna sirius z9,0:22:21
sirius z8 skott täckt ,0:22:49
skottyp fast sirius z8,0:22:52
boll sirius ,0:22:57
bolltapp passförsök sirius z9,0:23:23
inslag hammarby z9,0:23:27
skott utanför hammarby z2,0:23:55
skottyp utifrån hammarby z2,0:23:59
utkast sirius ,0:24:01
passning straffomårde sirius z8,0:24:40
näkamp hammarby z8,0:24:46
resning hammarby,0:24:48
skott täckt sirius z5,0:25:24
skottyp utifrån sirisu z,0:25:28
boll hammarby,0:25:31
skott utanför hammarby z3,0:25:36
skottyp utifrån hammarby ,0:25:41
utkast siirus ,0:25:44
skott räddning sirius z8,0:26:01
skottyp utifrån sirius z8,0:26:07
utkat hammarby,0:26:09
passning straffområde hammarby z2,0:26:42
frislag sriisu z2,0:26:47
skott täkt sirius z8,0:27:10
skottyp utifrån sirus z8,0:27:15
boll hammarby,0:27:19
passning lång hammarby z2,0:28:28
utkast siirus z1,0:28:30
passning straffomrde sirius z8,0:29:16
hörna sirius z7,0:29:19
sirius z8 skott räddning ,0:29:50
skottyp sirius z8 fast,0:29:55
timeout,0:29:57
boll sirius ,0:30:46
utkats sirius z3,0:30:49
närkamp hammarby z5,0:31:08
utkast hammarby,0:31:13
passning lång hammarby z3,0:32:18
utkast sirius z3,0:32:21
närkamp hammarby z5,0:32:50
närkamp sirisu z5,0:32:56
brytning hammarby z8,0:33:12
rensning hammarby,0:33:25
brytning hammarby z6,0:33:40
mål hammarby lång z2,0:33:55
skottyp hammarby z2 utifrån ,0:34:05
avslag sirius z2,0:34:35
närkamp sriisu z4,0:35:11
närkamp hammarby z5,0:35:30
närkamp sirius z5,0:35:33
passning lång sirius z8,0:36:05
utkast hammarby z8,0:36:12
passning straffområde hammarby z2,0:37:25
närkamp sirius z3,0:37:28
närkamp hammarby z8,0:37:43
passning lång hammarby z2,0:38:43
utkast sriius z3,0:38:46
skott räddnign sirius z8,0:39:30
skottyp drubbling sirius z8,0:39:34
utkast hammarby ,0:39:38
närkamp sirius z1,0:40:02
skott utanför sirius z8,0:40:16
skottyp centralt sirius z8,0:40:20
utkast hammary,0:40:22
närkamp sriisu z2,0:40:28
timeout,0:40:33
boll sirius,0:41:51
närkamp sirius z5,0:42:03
närkamp hammarby z9,0:42:09
hörna hammarby z3,0:42:27
hammarby z2 skott täckt ,0:42:56
skottyp fast hammarby z2,0:43:00
rensning sirius ,0:43:04
närkamp sirius z1,0:43:59
utkast sirius z3,0:44:01
bolltapp tappad sirius z4,0:44:16
närkamp hammarby z4,0:44:49
närkamp sriisu z1,0:45:44
närkamp hammarby z5,0:45:59
utkast hammarby z7,0:46:03
passning lång hammarby z,0:46:11
närjamp sriisu z2,0:46:14
brytning hammarby z5,0:46:22
stop,0:46:32
