event,time
avslag sirius z5,0:00:00
närkamp broberg z6,0:00:13
passning straffområde broberg z8,0:00:26
skott räddning broberg z8,0:00:31
skottyp inlägg broberg,0:00:36
skott räddning broberg z8,0:00:44
skottyp retur broberg,0:00:50
utkast sirius ,0:00:57
bolltapp tappad sirius ,0:01:05
mål broberg lång z8,0:01:18
skottyp utifrån broberg,0:01:23
avslag sirius z5,0:01:28
frislag sirius z3,0:01:58
närkamp broberg z2,0:02:12
närkamp sirius z3,0:02:15
närkamp broberg z2,0:02:26
hörna broberg z7,0:02:49
skott broberg z8 utanför ,0:03:12
skottyp fast broberg z8,0:03:17
utkast siirus z0,0:03:20
frislag sirius z1,0:03:49
skott utanför sirius z1,0:04:02
skottyp utifrån sirius z1,0:04:10
utkast broberg z1,0:04:12
passning lång broberg z8,0:04:28
utkast sirius z,0:04:33
frislag sirius z1,0:04:47
passning straffområde sirius z2,0:05:03
närkamp sirius z5,0:05:13
brytning broberg z6,0:05:25
närkamp broberg z8,0:05:35
närkamp sirius z8,0:05:38
skott räddning sirius z2,0:05:53
skottyp utifrån sirius z2,0:06:01
utvisning broberg 10 ,0:06:09
hörna sirius z3,0:06:14
skott sirius z2 utanför ,0:06:42
skottyp fast sirius z2,0:06:46
utkast broberg z3,0:06:50
hörna broberg z7,0:07:04
skott broberg z8 täckt,0:07:29
skottyp broberg fast z8,0:07:33
utkast sirius z9,0:07:38
brytning broberg z1,0:07:52
skott utanför broberg z8,0:08:01
skottyp utifrån borberg z8,0:08:07
utkast siirus z9,0:08:10
bolltapp tappad sirius z4,0:08:20
närkamp broberg z8,0:08:57
närkamp sirius z8,0:09:05
passning straffområpde siirus z2,0:09:56
närkamp broberg z2,0:10:00
närkamp sirius z4,0:10:07
skott räddning sirius z2,0:10:48
skottyp utifrån sirius z2,0:10:52
utkast broberg,0:10:54
hörna broberg z9,0:11:08
skott broberg z8 utanför ,0:11:29
skottyp fast broberg z8,0:11:34
utkast sirius z7,0:11:39
närkamp sirius z6,0:11:47
passning straffområde sirius z2,0:12:47
utkast broberg z3,0:12:53
närkamp broberg z5,0:13:37
passning lång broberg z8,0:13:54
utkast sirius z6,0:13:57
närkamp broberg z5,0:14:13
närkamp sirius z5,0:14:20
passning friställande sirius z2,0:14:25
skott utanför sirius ,0:14:28
skottyp centralt sirius z2,0:14:36
utkast broberg z3,0:14:59
närkamp broberg z8,0:15:04
närkamp sirius z8,0:15:18
utkast broberg z8,0:15:36
närkamp siirius z4,0:16:04
frislag broberg z4,0:16:08
passning straffområde broberg z8,0:16:30
hörna broberg z7,0:16:36
skott broberg räddnign z2 ,0:16:56
skottyp fast broberg z2,0:17:00
boll sirius ,0:17:07
passning straffomrdåe siirus z2,0:17:23
skott utanför sirius z2,0:17:29
skottyp centralt z2,0:17:36
del,0:17:43
skottyp centralt z2 sirius,0:17:46
utkast broberg ,0:17:50
närkamp sirius ,0:17:57
brytning broberg z2,0:18:09
närkamp sirius z6,0:18:18
närkamp broeberg z6,0:18:25
närkamp sirius z8,0:18:29
passning straffområde sirius z2,0:18:58
rensning broberg z2,0:19:03
boll sirius ,0:19:09
passning friställande sirius z2,0:19:52
skott räddning sirius z2,0:20:10
skottyp friställadne sirius z2,0:20:27
närkamp sirius z1,0:20:31
bolltapp broberg ,0:20:20
del,0:20:23
bolltapp sirius,0:20:25
mål broberg z8,0:20:37
skottyp centralt broberg z8,0:20:51
avslag sirius z5,0:21:09
närkamp sirius z5,0:21:35
närkamp sirius z5,0:21:50
passning lång sirius z2,0:22:22
närkamp broberg z2,0:22:29
närkamp sirius z6,0:22:32
hörna sirius z1,0:22:57
mål sirius z2,0:23:28
skottyp fast sirius z2,0:23:36
avslag broberg z2,0:23:54
närkamp broberg z4,0:24:20
frislag broberg ,0:24:32
passning lång broberg z2,0:24:49
brytning sirius z8,0:25:27
närkamp siirus z4,0:25:36
offside sirius z2,0:25:39
boll broberg z2,0:25:42
brytning siirus z5,0:26:18
skott utanför siirus z2,0:26:27
skottyp utifrån sirius z2,0:26:30
utkast borberg,0:26:34
skott täckt broberg z8,0:26:44
skottyp broberg centralt,0:26:49
boll sirius ,0:26:54
skott räddning sirius z2,0:26:59
skottyp centralt sirius z2,0:27:02
utkast broberg ,0:27:05
närkamp broberg ,0:27:10
skott rädding broberg z8,0:27:17
skottyp dribbling broberg z8,0:27:23
utkast siirus ,0:27:26
närkamp broberg z6,0:27:31
timeout sirius ,0:28:15
insalg broberg z6,0:29:41
passning lång broberg z7,0:29:49
passning straffområde broberg z8,0:30:16
mål broberg straffområde z8,0:30:26
skottyp broberg inlägg z8,0:30:32
avslag sirius ,0:30:34
passning straffromdeå sirisu ,0:30:44
inslag sirius ,0:30:51
närkamp bsirius ,0:31:07
passning strafformdåe sirius z2,0:31:14
boll sirius ,0:31:18
närkamp sirisu z5,0:31:25
närkamp broberg z1,0:31:31
stop,0:31:43
