event,time
avslag iks,45:00
passning lång iks z5,45:24
boll gri,45:27
passning lång gri z3,45:34
boll iks,45:40
passning lång iks z8,45:49
boll gri,45:52
brytning iks z9,46:04
närkamp iks z1,46:20
frislag iks z1,46:21
hörna iks z1,46:46
mål hörnmål iks z2 97,47:17
skottyp fast iks z2 97,47:17
avslag gri,47:45
passning lång gri z6,47:53
frislag iks z9,47:56
bolltapp tappad iks z1,48:27
boll iks,48:33
boll gri,49:15
brytning iks z4,49:23
brytning gri z1,49:31
brytning iks z4,49:41
närkamp gri z4,49:46
frislag iks z8,49:56
timeout gri,50:20
passning lång iks z9,51:54
boll gri,52:00
närkamp iks z6,52:02
passning lång iks z5,52:06
boll gri,52:07
bolltapp passförsök gri z9,52:22
passning lång iks z6,52:40
hörna iks z6,52:47
mål hörnmål iks z2 97,53:15
skottyp fast iks z2 97,53:15
avslag gri,53:58
passning lång gri z1,54:25
skott utanför gri z8,54:34
skottyp utifrån gri z8,54:34
boll iks,54:34
passning lång iks z4,54:46
boll gri,54:50
passning lång gri z6,55:02
rensning iks z8,55:05
passning lång gri z4,55:08
skott täckt gri z8,55:13
skottyp centralt gri z2,55:13
boll gri,55:13
närkamp iks z7,55:20
boll gri,55:37
brytning iks z4,55:51
frislag iks z4,55:56
passning lång iks z4,56:41
passning lång iks z4,57:00
frislag gri z2,57:06
passning lång gri z4,57:09
närkamp gri z7,57:16
närkamp iks z7,57:25
bolltapp passförsök iks z5,57:33
närkamp iks z7,57:44
inslag gri z4,57:54
skott räddning gri z8,58:08
skottyp inspel gri z8,58:08
boll iks ,58:08
boll gri,58:23
närkamp iks z8,58:36
passning lång iks z8,58:36
boll gri,58:42
passning lång gri z5,58:45
boll iks,58:47
passning lång iks z7,58:52
bolltapp tappad iks z4,58:55
skott räddning gri z9,59:04
skottyp utifrån gri z9,59:04
boll iks,59:04
bolltapp passförsök iks z6,59:16
passning lång gri z6,59:21
frislag gri z5,59:27
passning lång gri z9,59:52
boll iks,59:56
hörna iks z3,60:11
skott täckt iks z2,60:40
skottyp fast iks z2 ,60:40
boll iks,60:40
hörna iks z3,60:51
skott utanför iks z2,61:20
skottyp fast iks z2,61:20
boll gri,61:20
inslag gri z9,61:41
frislag iks z8,61:57
passning lång iks z8,62:41
brytning gri z5,62:54
rensning gri z5,63:00
frislag iks z3,63:08
utvisning 10 gri z3,63:08
skott räddning iks z3,63:37
skottyp fast iks z3,63:37
boll gri,63:37
skott utanför gri z9,63:52
skottyp utifrån gri z9,63:52
boll iks,63:52
passning lång iks z7,64:03
boll gri,64:08
passning lång gri z3,64:19
inslag gri z4,64:28
rensning iks z2,64:48
brytning iks z9,64:56
bolltapp passförsök iks z6,65:03
passning lång gri z6,65:14
boll iks,65:18
brytning gri z6,65:26
offside gri z5,65:41
frislag iks z8,66:27
utvisning 10 gri z8,66:27
mål frislagsmål iks z2 2,67:14
skottyp fast iks z2 2,67:14
avslag gri,67:41
brytning iks z2,67:53
skott räddning iks z5,68:02
skottyp utifrån iks z5,68:02
boll gri,68:02
bolltapp tappad gri z4,68:09
passning lång iks z7,68:17
mål spelmål iks z1 97,68:28
skottyp utifrån iks z1 97,68:28
avslag gri,68:59
passning lång gri z1,69:04
boll iks,69:09
närkamp gri z1,69:30
rensning gri z1,69:31
boll iks,69:31
passning lång iks z4,69:41
boll gri,69:44
bolltapp passförsök gri z4,70:08
bolltapp passförsök iks z3,70:26
frislag iks z4,70:38
